date,name,matched_clips,total_clips,pct,query
2019-01-27,Steve Bullock,5,80994,0.006173296787416353,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Steve Bullock,0,79183,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Steve Bullock,0,81893,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Steve Bullock,0,82454,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Steve Bullock,0,82804,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Steve Bullock,3,81321,0.0036890840004426897,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Steve Bullock,0,85812,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Steve Bullock,0,95383,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Steve Bullock,0,96184,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Steve Bullock,1,93472,0.0010698390961999314,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Steve Bullock,2,94405,0.0021185318574228067,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Steve Bullock,0,95286,0.0,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Steve Bullock,1,94002,0.0010638071530392971,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Steve Bullock,6,95339,0.0062933322145187175,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Steve Bullock,5,94528,0.005289438050101558,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Steve Bullock,162,94318,0.17175936724697302,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Steve Bullock,42,94883,0.044265042209879535,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Steve Bullock,12,95289,0.012593268897774141,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Steve Bullock,12,95313,0.012590097888011078,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Steve Bullock,66,95839,0.0688654931708386,"""Steve Bullock"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Bill de Blasio,2,76029,0.002630575175262071,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Bill de Blasio,23,82964,0.02772286774986741,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Bill de Blasio,25,82521,0.030295318767344075,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Bill de Blasio,3,83649,0.003586414661263135,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Bill de Blasio,3,80994,0.00370397807244981,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Bill de Blasio,3,79183,0.00378869201722592,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Bill de Blasio,29,81893,0.035412062081008146,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Bill de Blasio,16,82454,0.01940475901714896,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Bill de Blasio,9,82804,0.010869040142988262,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Bill de Blasio,7,81321,0.00860786266769961,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Bill de Blasio,29,85812,0.033794807253064836,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Bill de Blasio,20,95383,0.020968097040353104,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Bill de Blasio,3,96184,0.0031190218747400807,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Bill de Blasio,3,93472,0.003209517288599795,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Bill de Blasio,14,94405,0.01482972300195964,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Bill de Blasio,1,95286,0.0010494721155258906,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Bill de Blasio,31,94002,0.03297802174421821,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Bill de Blasio,14,95339,0.014684441833877009,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Bill de Blasio,10,94528,0.010578876100203116,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Bill de Blasio,263,94318,0.2788439110244068,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Bill de Blasio,83,94883,0.08747615484333338,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Bill de Blasio,40,95289,0.04197756299258047,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Bill de Blasio,42,95313,0.04406534260803878,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Bill de Blasio,92,95839,0.09599432381389622,"""Bill de Blasio"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Mike Gravel,0,76029,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Mike Gravel,0,82964,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Mike Gravel,0,82521,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Mike Gravel,0,83649,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Mike Gravel,0,80994,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Mike Gravel,0,79183,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Mike Gravel,0,81893,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Mike Gravel,0,82454,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Mike Gravel,0,82804,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Mike Gravel,0,81321,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Mike Gravel,0,85812,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Mike Gravel,2,95383,0.0020968097040353103,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Mike Gravel,0,96184,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Mike Gravel,0,93472,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Mike Gravel,0,94405,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Mike Gravel,3,95286,0.0031484163465776713,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Mike Gravel,0,94002,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Mike Gravel,1,95339,0.0010488887024197864,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Mike Gravel,0,94528,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Mike Gravel,2,94318,0.0021204860153947284,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Mike Gravel,0,94883,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Mike Gravel,0,95289,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Mike Gravel,0,95313,0.0,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Mike Gravel,8,95839,0.008347332505556193,"""Mike Gravel"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
