date,name,matched_clips,total_clips,pct,query
2018-12-30,John Delaney,5,76029,0.006576437938155178,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,John Delaney,2,82964,0.002410684152162384,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,John Delaney,5,82521,0.006059063753468814,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,John Delaney,2,83649,0.002390943107508757,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,John Delaney,3,80994,0.00370397807244981,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,John Delaney,1,79183,0.001262897339075307,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,John Delaney,8,81893,0.009768844712002248,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,John Delaney,6,82454,0.007276784631430858,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,John Delaney,3,82804,0.0036230133809960867,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,John Delaney,19,81321,0.023364198669470367,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,John Delaney,27,85812,0.0314641308907845,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,John Delaney,26,95383,0.027258526152459037,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,John Delaney,14,96184,0.014555435415453713,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,John Delaney,19,93472,0.020326942827798702,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,John Delaney,7,94405,0.00741486150097982,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,John Delaney,9,95286,0.009445249039733015,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,John Delaney,12,94002,0.012765685836471564,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,John Delaney,16,95339,0.016782219238716582,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,John Delaney,4,94528,0.0042315504400812455,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,John Delaney,2,94318,0.0021204860153947284,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,John Delaney,13,94883,0.013701084493534141,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,John Delaney,13,95289,0.01364270797258865,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,John Delaney,45,95313,0.04721286708004155,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,John Delaney,30,95839,0.031302496895835724,"""John Delaney"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Andrew Yang,0,76029,0.0,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Andrew Yang,0,82964,0.0,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Andrew Yang,0,82521,0.0,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Andrew Yang,1,83649,0.0011954715537543785,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Andrew Yang,3,80994,0.00370397807244981,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Andrew Yang,0,79183,0.0,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Andrew Yang,3,81893,0.0036633167670008415,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Andrew Yang,6,82454,0.007276784631430858,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Andrew Yang,3,82804,0.0036230133809960867,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Andrew Yang,5,81321,0.006148473334071151,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Andrew Yang,2,85812,0.0023306763622803336,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Andrew Yang,13,95383,0.013629263076229515,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Andrew Yang,4,96184,0.0041586958329867755,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Andrew Yang,32,93472,0.034234851078397806,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Andrew Yang,21,94405,0.022244584502939462,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Andrew Yang,39,95286,0.04092941250550973,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Andrew Yang,18,94002,0.019148528754707347,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Andrew Yang,10,95339,0.01048888702419786,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Andrew Yang,20,94528,0.02115775220040623,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Andrew Yang,11,94318,0.011662673084671006,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Andrew Yang,13,94883,0.013701084493534141,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Andrew Yang,10,95289,0.010494390748145116,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Andrew Yang,5,95313,0.005245874120004616,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Andrew Yang,42,95839,0.04382349565417002,"""Andrew Yang"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Beto O'Rourke,101,76029,0.1328440463507346,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Beto O'Rourke,127,82964,0.15307844366231135,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Beto O'Rourke,78,82521,0.0945213945541135,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Beto O'Rourke,27,83649,0.03227773195136822,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Beto O'Rourke,28,80994,0.034570462009531566,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Beto O'Rourke,82,79183,0.10355758180417517,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Beto O'Rourke,418,81893,0.5104221362021174,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Beto O'Rourke,102,82454,0.1237053387343246,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Beto O'Rourke,78,82804,0.09419834790589826,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Beto O'Rourke,76,81321,0.09345679467788147,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Beto O'Rourke,870,85812,1.0138442175919449,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Beto O'Rourke,870,95383,0.91211222125536,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Beto O'Rourke,255,96184,0.26511685935290696,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Beto O'Rourke,300,93472,0.3209517288599795,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Beto O'Rourke,136,94405,0.1440601663047508,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Beto O'Rourke,163,95286,0.17106395483072015,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Beto O'Rourke,155,94002,0.16489010872109106,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Beto O'Rourke,221,95339,0.23180440323477275,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Beto O'Rourke,90,94528,0.09520988490182804,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Beto O'Rourke,217,94318,0.23007273267032805,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Beto O'Rourke,187,94883,0.1970848307916065,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Beto O'Rourke,112,95289,0.11753717637922532,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Beto O'Rourke,92,95313,0.09652408380808494,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Beto O'Rourke,209,95839,0.2180740617076556,"""Beto O'Rourke"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,John Hickenlooper,1,76029,0.0013152875876310355,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,John Hickenlooper,1,82964,0.0012053420760811918,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,John Hickenlooper,0,82521,0.0,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,John Hickenlooper,3,83649,0.003586414661263135,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,John Hickenlooper,3,80994,0.00370397807244981,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,John Hickenlooper,2,79183,0.002525794678150613,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,John Hickenlooper,0,81893,0.0,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,John Hickenlooper,3,82454,0.003638392315715429,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,John Hickenlooper,4,82804,0.0048306845079947825,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,John Hickenlooper,90,81321,0.1106725200132807,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,John Hickenlooper,15,85812,0.0174800727171025,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,John Hickenlooper,102,95383,0.10693729490580084,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,John Hickenlooper,22,96184,0.022872827081427263,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,John Hickenlooper,17,93472,0.01818726463539884,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,John Hickenlooper,11,94405,0.011651925215825431,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,John Hickenlooper,7,95286,0.0073463048086812345,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,John Hickenlooper,1,94002,0.0010638071530392971,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,John Hickenlooper,21,95339,0.02202666275081551,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,John Hickenlooper,12,94528,0.012694651320243736,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,John Hickenlooper,13,94318,0.013783159100065737,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,John Hickenlooper,9,94883,0.009485366187831329,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,John Hickenlooper,33,95289,0.03463148946887888,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,John Hickenlooper,63,95313,0.06609801391205816,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,John Hickenlooper,46,95839,0.04799716190694811,"""John Hickenlooper"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Jay Inslee,4,76029,0.005261150350524142,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Jay Inslee,7,82964,0.008437394532568344,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Jay Inslee,0,82521,0.0,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Jay Inslee,7,83649,0.008368300876280649,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Jay Inslee,2,80994,0.002469318714966541,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Jay Inslee,6,79183,0.00757738403445184,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Jay Inslee,1,81893,0.001221105589000281,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Jay Inslee,2,82454,0.00242559487714362,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Jay Inslee,69,82804,0.08332930776291,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Jay Inslee,60,81321,0.07378168000885381,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Jay Inslee,59,85812,0.06875495268726985,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Jay Inslee,14,95383,0.014677667928247169,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Jay Inslee,6,96184,0.0062380437494801615,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Jay Inslee,6,93472,0.00641903457719959,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Jay Inslee,46,94405,0.04872623272072454,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Jay Inslee,9,95286,0.009445249039733015,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Jay Inslee,9,94002,0.009574264377353672,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Jay Inslee,35,95339,0.03671110458469252,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Jay Inslee,10,94528,0.010578876100203116,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Jay Inslee,21,94318,0.02226510316164465,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Jay Inslee,17,94883,0.017916802799236953,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Jay Inslee,10,95289,0.010494390748145116,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Jay Inslee,18,95313,0.018885146832016617,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Jay Inslee,29,95839,0.0302590803326412,"""Jay Inslee"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Bernie Sanders,246,76029,0.3235607465572347,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Bernie Sanders,134,82964,0.1615158381948797,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Bernie Sanders,70,82521,0.0848268925485634,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Bernie Sanders,147,83649,0.17573431840189366,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Bernie Sanders,146,80994,0.18026026619255747,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Bernie Sanders,162,79183,0.2045893689301997,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Bernie Sanders,101,81893,0.12333166448902835,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Bernie Sanders,1039,82454,1.2600965386761105,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Bernie Sanders,664,82804,0.8018936283271341,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Bernie Sanders,521,81321,0.6406709214102139,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Bernie Sanders,451,85812,0.5255675196942152,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Bernie Sanders,467,95383,0.489605065892245,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Bernie Sanders,142,96184,0.14763370207103052,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Bernie Sanders,551,93472,0.5894813420061623,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Bernie Sanders,664,94405,0.7033525766643716,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Bernie Sanders,970,95286,1.0179879520601138,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Bernie Sanders,1099,94002,1.1691240611901874,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Bernie Sanders,602,95339,0.6314309988567113,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Bernie Sanders,503,94528,0.5321174678402166,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Bernie Sanders,530,94318,0.5619287940796031,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Bernie Sanders,465,94883,0.490077253037952,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Bernie Sanders,365,95289,0.3830452623072968,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Bernie Sanders,341,95313,0.35776861498431484,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Bernie Sanders,894,95839,0.9328144074959046,"""Bernie Sanders"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Amy Klobuchar,12,76029,0.015783451051572427,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Amy Klobuchar,7,82964,0.008437394532568344,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Amy Klobuchar,45,82521,0.054531573781219325,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Amy Klobuchar,10,83649,0.011954715537543785,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Amy Klobuchar,16,80994,0.01975454971973233,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Amy Klobuchar,64,79183,0.08082542970081963,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Amy Klobuchar,384,81893,0.4689045461761078,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Amy Klobuchar,231,82454,0.28015620831008803,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Amy Klobuchar,52,82804,0.06279889860393219,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Amy Klobuchar,57,81321,0.07009259600841111,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Amy Klobuchar,68,85812,0.07924299631753133,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Amy Klobuchar,114,95383,0.1195181531300127,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Amy Klobuchar,69,96184,0.07173750311902187,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Amy Klobuchar,42,93472,0.04493324204039712,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Amy Klobuchar,51,94405,0.05402256236428155,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Amy Klobuchar,65,95286,0.06821568750918289,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Amy Klobuchar,102,94002,0.1085083296100083,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Amy Klobuchar,88,95339,0.09230220581294117,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Amy Klobuchar,130,94528,0.1375253893026405,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Amy Klobuchar,43,94318,0.04559044933098666,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Amy Klobuchar,46,94883,0.048480760515582345,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Amy Klobuchar,51,95289,0.053521392815540095,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Amy Klobuchar,40,95313,0.041966992960036927,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Amy Klobuchar,85,95839,0.08869040787153455,"""Amy Klobuchar"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Cory Booker,39,76029,0.05129621591761039,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Cory Booker,15,82964,0.01808013114121788,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Cory Booker,31,82521,0.03756619527150665,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Cory Booker,59,83649,0.07053282167150833,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Cory Booker,378,80994,0.4667012371286762,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Cory Booker,246,79183,0.3106727454125254,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Cory Booker,211,81893,0.25765327927905923,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Cory Booker,195,82454,0.2364955005215029,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Cory Booker,67,82804,0.08091396550891261,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-03,Cory Booker,92,81321,0.11313190934690916,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-10,Cory Booker,107,85812,0.12469118538199785,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-17,Cory Booker,180,95383,0.18871287336317796,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-24,Cory Booker,121,96184,0.12580054894784995,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-03-31,Cory Booker,41,93472,0.0438634029441972,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-07,Cory Booker,216,94405,0.22880144060166305,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-14,Cory Booker,114,95286,0.1196398211699515,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-21,Cory Booker,92,94002,0.09787025807961533,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-04-28,Cory Booker,106,95339,0.11118220245649736,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-05,Cory Booker,137,94528,0.14493060257278265,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-12,Cory Booker,107,94318,0.11344600182361797,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-19,Cory Booker,45,94883,0.04742683093915664,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-05-26,Cory Booker,125,95289,0.13117988435181396,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-02,Cory Booker,129,95313,0.1353435522961191,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-06-09,Cory Booker,144,95839,0.15025198510001148,"""Cory Booker"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2018-12-30,Marianne Williamson,0,76029,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-06,Marianne Williamson,0,82964,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-13,Marianne Williamson,0,82521,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-20,Marianne Williamson,0,83649,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-01-27,Marianne Williamson,0,80994,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-03,Marianne Williamson,0,79183,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-10,Marianne Williamson,0,81893,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-17,Marianne Williamson,0,82454,0.0,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
2019-02-24,Marianne Williamson,1,82804,0.0012076711269986954,"""Marianne Williamson"" (station:MSNBC OR station:CNN OR station:FOXNEWS)"
