date,name,matched_stories,all_candidate_stories,pct_of_all_candidate_stories,query
2019-05-05,Marianne Williamson,25.0,1526,0.0163826998689384,"(""Marianne Williamson"")"
2019-05-12,Marianne Williamson,38.0,1886,0.02014846235418876,"(""Marianne Williamson"")"
2019-05-19,Marianne Williamson,41.0,1538,0.026657997399219768,"(""Marianne Williamson"")"
2019-05-26,Marianne Williamson,29.0,1432,0.02025139664804469,"(""Marianne Williamson"")"
2019-06-02,Marianne Williamson,30.0,1609,0.018645121193287758,"(""Marianne Williamson"")"
2019-06-09,Marianne Williamson,99.0,1947,0.05084745762711865,"(""Marianne Williamson"")"
2019-06-16,Marianne Williamson,71.0,1816,0.03909691629955947,"(""Marianne Williamson"")"
2019-06-23,Marianne Williamson,413.0,3420,0.12076023391812865,"(""Marianne Williamson"")"
2019-06-30,Marianne Williamson,87.0,1542,0.05642023346303503,"(""Marianne Williamson"")"
2019-07-07,Marianne Williamson,64.0,1659,0.038577456298975285,"(""Marianne Williamson"")"
2018-12-30,Michael Bennet,2.0,793,0.002522068095838588,"(""Michael Bennet"")"
2019-01-06,Michael Bennet,7.0,880,0.007954545454545455,"(""Michael Bennet"")"
2019-01-13,Michael Bennet,5.0,1030,0.0048543689320388345,"(""Michael Bennet"")"
2019-01-20,Michael Bennet,40.0,1009,0.039643211100099114,"(""Michael Bennet"")"
2019-01-27,Michael Bennet,20.0,1579,0.01266624445851805,"(""Michael Bennet"")"
2019-02-03,Michael Bennet,16.0,1401,0.011420413990007138,"(""Michael Bennet"")"
2019-02-10,Michael Bennet,29.0,1553,0.01867353509336768,"(""Michael Bennet"")"
2019-02-17,Michael Bennet,16.0,1374,0.011644832605531296,"(""Michael Bennet"")"
2019-02-24,Michael Bennet,26.0,1246,0.02086677367576244,"(""Michael Bennet"")"
2019-03-03,Michael Bennet,26.0,1422,0.018284106891701832,"(""Michael Bennet"")"
2019-03-10,Michael Bennet,21.0,1717,0.0122306348281887,"(""Michael Bennet"")"
2019-03-17,Michael Bennet,22.0,1547,0.014221073044602456,"(""Michael Bennet"")"
2019-03-24,Michael Bennet,20.0,1137,0.01759014951627089,"(""Michael Bennet"")"
2019-03-31,Michael Bennet,42.0,1669,0.025164769322947873,"(""Michael Bennet"")"
2019-04-07,Michael Bennet,32.0,1570,0.02038216560509554,"(""Michael Bennet"")"
2019-04-14,Michael Bennet,15.0,1864,0.008047210300429184,"(""Michael Bennet"")"
2019-04-21,Michael Bennet,11.0,2271,0.00484368119771026,"(""Michael Bennet"")"
2019-04-28,Michael Bennet,78.0,1795,0.043454038997214485,"(""Michael Bennet"")"
2019-05-05,Michael Bennet,75.0,1526,0.0491480996068152,"(""Michael Bennet"")"
2019-05-12,Michael Bennet,69.0,1886,0.03658536585365853,"(""Michael Bennet"")"
2019-05-19,Michael Bennet,57.0,1538,0.03706111833550065,"(""Michael Bennet"")"
2019-05-26,Michael Bennet,73.0,1432,0.05097765363128492,"(""Michael Bennet"")"
2019-06-02,Michael Bennet,49.0,1609,0.030453697949036667,"(""Michael Bennet"")"
2019-06-09,Michael Bennet,109.0,1947,0.055983564458140726,"(""Michael Bennet"")"
2019-06-16,Michael Bennet,63.0,1816,0.034691629955947136,"(""Michael Bennet"")"
2019-06-23,Michael Bennet,287.0,3420,0.08391812865497078,"(""Michael Bennet"")"
2019-06-30,Michael Bennet,65.0,1542,0.04215304798962387,"(""Michael Bennet"")"
2019-07-07,Michael Bennet,54.0,1659,0.0325497287522604,"(""Michael Bennet"")"
2018-12-30,Mike Gravel,0.0,793,0.0,"(""Mike Gravel"")"
2019-01-06,Mike Gravel,0.0,880,0.0,"(""Mike Gravel"")"
2019-01-13,Mike Gravel,0.0,1030,0.0,"(""Mike Gravel"")"
2019-01-20,Mike Gravel,0.0,1009,0.0,"(""Mike Gravel"")"
2019-01-27,Mike Gravel,1.0,1579,0.0006333122229259026,"(""Mike Gravel"")"
2019-02-03,Mike Gravel,0.0,1401,0.0,"(""Mike Gravel"")"
2019-02-10,Mike Gravel,1.0,1553,0.000643915003219575,"(""Mike Gravel"")"
2019-02-17,Mike Gravel,0.0,1374,0.0,"(""Mike Gravel"")"
2019-02-24,Mike Gravel,1.0,1246,0.0008025682182985554,"(""Mike Gravel"")"
2019-03-03,Mike Gravel,1.0,1422,0.0007032348804500702,"(""Mike Gravel"")"
2019-03-10,Mike Gravel,1.0,1717,0.0005824111822947001,"(""Mike Gravel"")"
2019-03-17,Mike Gravel,10.0,1547,0.006464124111182934,"(""Mike Gravel"")"
2019-03-24,Mike Gravel,3.0,1137,0.0026385224274406327,"(""Mike Gravel"")"
2019-03-31,Mike Gravel,3.0,1669,0.0017974835230677051,"(""Mike Gravel"")"
2019-04-07,Mike Gravel,15.0,1570,0.009554140127388536,"(""Mike Gravel"")"
2019-04-14,Mike Gravel,12.0,1864,0.006437768240343348,"(""Mike Gravel"")"
2019-04-21,Mike Gravel,7.0,2271,0.003082342580361075,"(""Mike Gravel"")"
2019-04-28,Mike Gravel,7.0,1795,0.0038997214484679664,"(""Mike Gravel"")"
2019-05-05,Mike Gravel,4.0,1526,0.002621231979030144,"(""Mike Gravel"")"
2019-05-12,Mike Gravel,19.0,1886,0.01007423117709438,"(""Mike Gravel"")"
2019-05-19,Mike Gravel,15.0,1538,0.00975292587776333,"(""Mike Gravel"")"
2019-05-26,Mike Gravel,10.0,1432,0.006983240223463687,"(""Mike Gravel"")"
2019-06-02,Mike Gravel,17.0,1609,0.010565568676196395,"(""Mike Gravel"")"
2019-06-09,Mike Gravel,45.0,1947,0.023112480739599383,"(""Mike Gravel"")"
2019-06-16,Mike Gravel,21.0,1816,0.01156387665198238,"(""Mike Gravel"")"
2019-06-23,Mike Gravel,35.0,3420,0.01023391812865497,"(""Mike Gravel"")"
2019-06-30,Mike Gravel,14.0,1542,0.009079118028534372,"(""Mike Gravel"")"
2019-07-07,Mike Gravel,23.0,1659,0.013863773357444244,"(""Mike Gravel"")"
2018-12-30,Pete Buttigieg,8.0,793,0.01008827238335435,"(""Pete Buttigieg"")"
2019-01-06,Pete Buttigieg,3.0,880,0.003409090909090909,"(""Pete Buttigieg"")"
2019-01-13,Pete Buttigieg,19.0,1030,0.01844660194174757,"(""Pete Buttigieg"")"
2019-01-20,Pete Buttigieg,86.0,1009,0.08523290386521308,"(""Pete Buttigieg"")"
2019-01-27,Pete Buttigieg,69.0,1579,0.04369854338188727,"(""Pete Buttigieg"")"
2019-02-03,Pete Buttigieg,53.0,1401,0.037830121341898636,"(""Pete Buttigieg"")"
2019-02-10,Pete Buttigieg,59.0,1553,0.037990985189954925,"(""Pete Buttigieg"")"
2019-02-17,Pete Buttigieg,52.0,1374,0.03784570596797671,"(""Pete Buttigieg"")"
2019-02-24,Pete Buttigieg,36.0,1246,0.028892455858747994,"(""Pete Buttigieg"")"
2019-03-03,Pete Buttigieg,57.0,1422,0.04008438818565401,"(""Pete Buttigieg"")"
2019-03-10,Pete Buttigieg,139.0,1717,0.0809551543389633,"(""Pete Buttigieg"")"
2019-03-17,Pete Buttigieg,198.0,1547,0.1279896574014221,"(""Pete Buttigieg"")"
2019-03-24,Pete Buttigieg,171.0,1137,0.1503957783641161,"(""Pete Buttigieg"")"
2019-03-31,Pete Buttigieg,298.0,1669,0.17855002995805871,"(""Pete Buttigieg"")"
2019-04-07,Pete Buttigieg,436.0,1570,0.27770700636942675,"(""Pete Buttigieg"")"
2019-04-14,Pete Buttigieg,522.0,1864,0.2800429184549356,"(""Pete Buttigieg"")"
2019-04-21,Pete Buttigieg,496.0,2271,0.21840598855129895,"(""Pete Buttigieg"")"
2019-04-28,Pete Buttigieg,324.0,1795,0.18050139275766014,"(""Pete Buttigieg"")"
2019-05-05,Pete Buttigieg,268.0,1526,0.17562254259501967,"(""Pete Buttigieg"")"
2019-05-12,Pete Buttigieg,360.0,1886,0.19088016967126192,"(""Pete Buttigieg"")"
2019-05-19,Pete Buttigieg,442.0,1538,0.28738621586475943,"(""Pete Buttigieg"")"
2019-05-26,Pete Buttigieg,256.0,1432,0.1787709497206704,"(""Pete Buttigieg"")"
2019-06-02,Pete Buttigieg,298.0,1609,0.18520820385332504,"(""Pete Buttigieg"")"
2019-06-09,Pete Buttigieg,449.0,1947,0.23061119671289165,"(""Pete Buttigieg"")"
2019-06-16,Pete Buttigieg,399.0,1816,0.2197136563876652,"(""Pete Buttigieg"")"
2019-06-23,Pete Buttigieg,830.0,3420,0.2426900584795321,"(""Pete Buttigieg"")"
2019-06-30,Pete Buttigieg,425.0,1542,0.27561608300907914,"(""Pete Buttigieg"")"
2019-07-07,Pete Buttigieg,268.0,1659,0.161543098251959,"(""Pete Buttigieg"")"
2018-12-30,Seth Moulton,11.0,793,0.013871374527112231,"(""Seth Moulton"")"
2019-01-06,Seth Moulton,3.0,880,0.003409090909090909,"(""Seth Moulton"")"
2019-01-13,Seth Moulton,12.0,1030,0.011650485436893204,"(""Seth Moulton"")"
2019-01-20,Seth Moulton,3.0,1009,0.0029732408325074326,"(""Seth Moulton"")"
2019-01-27,Seth Moulton,9.0,1579,0.005699810006333122,"(""Seth Moulton"")"
2019-02-03,Seth Moulton,6.0,1401,0.004282655246252678,"(""Seth Moulton"")"
2019-02-10,Seth Moulton,21.0,1553,0.013522215067611077,"(""Seth Moulton"")"
2019-02-17,Seth Moulton,5.0,1374,0.00363901018922853,"(""Seth Moulton"")"
2019-02-24,Seth Moulton,7.0,1246,0.005617977528089888,"(""Seth Moulton"")"
2019-03-03,Seth Moulton,14.0,1422,0.009845288326300985,"(""Seth Moulton"")"
2019-03-10,Seth Moulton,13.0,1717,0.007571345369831102,"(""Seth Moulton"")"
2019-03-17,Seth Moulton,11.0,1547,0.007110536522301228,"(""Seth Moulton"")"
2019-03-24,Seth Moulton,12.0,1137,0.010554089709762531,"(""Seth Moulton"")"
2019-03-31,Seth Moulton,26.0,1669,0.015578190533253444,"(""Seth Moulton"")"
2019-04-07,Seth Moulton,11.0,1570,0.0070063694267515925,"(""Seth Moulton"")"
2019-04-14,Seth Moulton,18.0,1864,0.009656652360515022,"(""Seth Moulton"")"
2019-04-21,Seth Moulton,104.0,2271,0.045794804051078816,"(""Seth Moulton"")"
2019-04-28,Seth Moulton,55.0,1795,0.030640668523676882,"(""Seth Moulton"")"
2019-05-05,Seth Moulton,24.0,1526,0.015727391874180863,"(""Seth Moulton"")"
2019-05-12,Seth Moulton,70.0,1886,0.03711558854718982,"(""Seth Moulton"")"
2019-05-19,Seth Moulton,60.0,1538,0.03901170351105332,"(""Seth Moulton"")"
2019-05-26,Seth Moulton,83.0,1432,0.05796089385474861,"(""Seth Moulton"")"
2019-06-02,Seth Moulton,111.0,1609,0.0689869484151647,"(""Seth Moulton"")"
2019-06-09,Seth Moulton,105.0,1947,0.053929121725731895,"(""Seth Moulton"")"
2019-06-16,Seth Moulton,55.0,1816,0.0302863436123348,"(""Seth Moulton"")"
2019-06-23,Seth Moulton,84.0,3420,0.02456140350877193,"(""Seth Moulton"")"
2019-06-30,Seth Moulton,34.0,1542,0.02204928664072633,"(""Seth Moulton"")"
2019-07-07,Seth Moulton,43.0,1659,0.025919228450874018,"(""Seth Moulton"")"
2018-12-30,Steve Bullock,6.0,793,0.007566204287515763,"(""Steve Bullock"")"
2019-01-06,Steve Bullock,10.0,880,0.011363636363636364,"(""Steve Bullock"")"
2019-01-13,Steve Bullock,9.0,1030,0.008737864077669903,"(""Steve Bullock"")"
2019-01-20,Steve Bullock,6.0,1009,0.005946481665014865,"(""Steve Bullock"")"
2019-01-27,Steve Bullock,26.0,1579,0.016466117796073463,"(""Steve Bullock"")"
2019-02-03,Steve Bullock,12.0,1401,0.008565310492505356,"(""Steve Bullock"")"
2019-02-10,Steve Bullock,23.0,1553,0.014810045074050225,"(""Steve Bullock"")"
2019-02-17,Steve Bullock,5.0,1374,0.00363901018922853,"(""Steve Bullock"")"
2019-02-24,Steve Bullock,22.0,1246,0.01765650080256822,"(""Steve Bullock"")"
2019-03-03,Steve Bullock,29.0,1422,0.02039381153305204,"(""Steve Bullock"")"
2019-03-10,Steve Bullock,13.0,1717,0.007571345369831102,"(""Steve Bullock"")"
2019-03-17,Steve Bullock,6.0,1547,0.003878474466709761,"(""Steve Bullock"")"
2019-03-24,Steve Bullock,5.0,1137,0.0043975373790677225,"(""Steve Bullock"")"
2019-03-31,Steve Bullock,6.0,1669,0.0035949670461354103,"(""Steve Bullock"")"
2019-04-07,Steve Bullock,6.0,1570,0.003821656050955414,"(""Steve Bullock"")"
2019-04-14,Steve Bullock,11.0,1864,0.005901287553648069,"(""Steve Bullock"")"
2019-04-21,Steve Bullock,6.0,2271,0.002642007926023778,"(""Steve Bullock"")"
2019-04-28,Steve Bullock,34.0,1795,0.01894150417827298,"(""Steve Bullock"")"
2019-05-05,Steve Bullock,14.0,1526,0.009174311926605505,"(""Steve Bullock"")"
2019-05-12,Steve Bullock,138.0,1886,0.07317073170731707,"(""Steve Bullock"")"
2019-05-19,Steve Bullock,53.0,1538,0.034460338101430434,"(""Steve Bullock"")"
2019-05-26,Steve Bullock,35.0,1432,0.024441340782122904,"(""Steve Bullock"")"
2019-06-02,Steve Bullock,53.0,1609,0.032939714108141706,"(""Steve Bullock"")"
2019-06-09,Steve Bullock,129.0,1947,0.0662557781201849,"(""Steve Bullock"")"
2019-06-16,Steve Bullock,66.0,1816,0.03634361233480176,"(""Steve Bullock"")"
2019-06-23,Steve Bullock,76.0,3420,0.022222222222222227,"(""Steve Bullock"")"
2019-06-30,Steve Bullock,37.0,1542,0.023994811932555125,"(""Steve Bullock"")"
2019-07-07,Steve Bullock,48.0,1659,0.028933092224231464,"(""Steve Bullock"")"
2018-12-30,Tim Ryan,27.0,793,0.034047919293820936,"(""Tim Ryan"")"
2019-01-06,Tim Ryan,10.0,880,0.011363636363636364,"(""Tim Ryan"")"
2019-01-13,Tim Ryan,40.0,1030,0.03883495145631068,"(""Tim Ryan"")"
2019-01-20,Tim Ryan,10.0,1009,0.009910802775024777,"(""Tim Ryan"")"
2019-01-27,Tim Ryan,13.0,1579,0.008233058898036731,"(""Tim Ryan"")"
2019-02-03,Tim Ryan,13.0,1401,0.0092790863668808,"(""Tim Ryan"")"
2019-02-10,Tim Ryan,20.0,1553,0.0128783000643915,"(""Tim Ryan"")"
2019-02-17,Tim Ryan,8.0,1374,0.005822416302765648,"(""Tim Ryan"")"
2019-02-24,Tim Ryan,10.0,1246,0.008025682182985553,"(""Tim Ryan"")"
2019-03-03,Tim Ryan,24.0,1422,0.016877637130801686,"(""Tim Ryan"")"
2019-03-10,Tim Ryan,13.0,1717,0.007571345369831102,"(""Tim Ryan"")"
2019-03-17,Tim Ryan,9.0,1547,0.0058177117000646405,"(""Tim Ryan"")"
2019-03-24,Tim Ryan,20.0,1137,0.01759014951627089,"(""Tim Ryan"")"
2019-03-31,Tim Ryan,74.0,1669,0.044337926902336726,"(""Tim Ryan"")"
2019-04-07,Tim Ryan,46.0,1570,0.029299363057324838,"(""Tim Ryan"")"
2019-04-14,Tim Ryan,48.0,1864,0.02575107296137339,"(""Tim Ryan"")"
2019-04-21,Tim Ryan,70.0,2271,0.030823425803610745,"(""Tim Ryan"")"
2019-04-28,Tim Ryan,41.0,1795,0.022841225626740947,"(""Tim Ryan"")"
2019-05-05,Tim Ryan,33.0,1526,0.02162516382699869,"(""Tim Ryan"")"
2019-05-12,Tim Ryan,39.0,1886,0.020678685047720042,"(""Tim Ryan"")"
2019-05-19,Tim Ryan,52.0,1538,0.033810143042912875,"(""Tim Ryan"")"
2019-05-26,Tim Ryan,36.0,1432,0.025139664804469275,"(""Tim Ryan"")"
2019-06-02,Tim Ryan,45.0,1609,0.02796768178993164,"(""Tim Ryan"")"
2019-06-09,Tim Ryan,101.0,1947,0.05187467899332306,"(""Tim Ryan"")"
2019-06-16,Tim Ryan,60.0,1816,0.03303964757709251,"(""Tim Ryan"")"
2019-06-23,Tim Ryan,354.0,3420,0.10350877192982456,"(""Tim Ryan"")"
2019-06-30,Tim Ryan,44.0,1542,0.028534370946822308,"(""Tim Ryan"")"
2019-07-07,Tim Ryan,36.0,1659,0.0216998191681736,"(""Tim Ryan"")"
2018-12-30,Tulsi Gabbard,17.0,793,0.021437578814628,"(""Tulsi Gabbard"")"
2019-01-06,Tulsi Gabbard,91.0,880,0.10340909090909092,"(""Tulsi Gabbard"")"
2019-01-13,Tulsi Gabbard,170.0,1030,0.1650485436893204,"(""Tulsi Gabbard"")"
2019-01-20,Tulsi Gabbard,95.0,1009,0.0941526263627354,"(""Tulsi Gabbard"")"
2019-01-27,Tulsi Gabbard,111.0,1579,0.07029765674477517,"(""Tulsi Gabbard"")"
2019-02-03,Tulsi Gabbard,71.0,1401,0.050678087080656666,"(""Tulsi Gabbard"")"
2019-02-10,Tulsi Gabbard,87.0,1553,0.05602060528010303,"(""Tulsi Gabbard"")"
2019-02-17,Tulsi Gabbard,70.0,1374,0.050946142649199416,"(""Tulsi Gabbard"")"
2019-02-24,Tulsi Gabbard,39.0,1246,0.03130016051364366,"(""Tulsi Gabbard"")"
2019-03-03,Tulsi Gabbard,59.0,1422,0.04149085794655415,"(""Tulsi Gabbard"")"
2019-03-10,Tulsi Gabbard,71.0,1717,0.041351193942923706,"(""Tulsi Gabbard"")"
2019-03-17,Tulsi Gabbard,65.0,1547,0.04201680672268908,"(""Tulsi Gabbard"")"
2019-03-24,Tulsi Gabbard,47.0,1137,0.04133685136323659,"(""Tulsi Gabbard"")"
2019-03-31,Tulsi Gabbard,36.0,1669,0.02156980227681246,"(""Tulsi Gabbard"")"
2019-04-07,Tulsi Gabbard,43.0,1570,0.02738853503184713,"(""Tulsi Gabbard"")"
2019-04-14,Tulsi Gabbard,56.0,1864,0.030042918454935626,"(""Tulsi Gabbard"")"
2019-04-21,Tulsi Gabbard,87.0,2271,0.03830911492734478,"(""Tulsi Gabbard"")"
2019-04-28,Tulsi Gabbard,31.0,1795,0.017270194986072424,"(""Tulsi Gabbard"")"
2019-05-05,Tulsi Gabbard,33.0,1526,0.02162516382699869,"(""Tulsi Gabbard"")"
2019-05-12,Tulsi Gabbard,75.0,1886,0.039766702014846236,"(""Tulsi Gabbard"")"
2019-05-19,Tulsi Gabbard,62.0,1538,0.04031209362808843,"(""Tulsi Gabbard"")"
2019-05-26,Tulsi Gabbard,50.0,1432,0.03491620111731844,"(""Tulsi Gabbard"")"
2019-06-02,Tulsi Gabbard,43.0,1609,0.026724673710379118,"(""Tulsi Gabbard"")"
2019-06-09,Tulsi Gabbard,114.0,1947,0.058551617873651776,"(""Tulsi Gabbard"")"
2019-06-16,Tulsi Gabbard,59.0,1816,0.03248898678414097,"(""Tulsi Gabbard"")"
2019-06-23,Tulsi Gabbard,402.0,3420,0.1175438596491228,"(""Tulsi Gabbard"")"
2019-06-30,Tulsi Gabbard,60.0,1542,0.03891050583657588,"(""Tulsi Gabbard"")"
2019-07-07,Tulsi Gabbard,68.0,1659,0.04098854731766125,"(""Tulsi Gabbard"")"
