icpsr,name,last_name,party,district,terms_pct,2020_margin,cluster,agreement_score,progressive,new_dems,blue_dogs,problem_solvers,RMSP,governance,study,freedom,dw_nominate_dim1,dw_nominate_dim2,notes
20706,Joe Courtney,Courtney,D,CT-2,9,D+11.4,Core Democrats,98.03%,,TRUE,,,,,,,-0.34,0.03,
20724,John Sarbanes,Sarbanes,D,MD-3,9,D+25.5,Core Democrats,98.57%,,,,,,,,,-0.465,-0.071,
20519,Brian Higgins,Higgins,D,NY-26,9.5,D+23.4,Core Democrats,97.59%,,,,,,,,,-0.348,-0.032,no longer in Congress
20538,Doris Matsui,Matsui,D,CA-7,9.9,D+37.2,Core Democrats,98.73%,,,,,,,,,-0.435,-0.146,
20529,Al Green,Green,D,TX-9,10,D+53.4,Core Democrats,97.88%,,,,,,,,,-0.443,0.29,
20504,Debbie Wasserman Schultz,Wasserman Schultz,D,FL-25,10,D+19.9,Core Democrats,98.46%,,TRUE,,,,,,,-0.416,0.088,
20329,Dutch Ruppersberger,Ruppersberger,D,MD-2,11,D+20.8,Core Democrats,98.15%,,,,,,,,,-0.297,0.127,
20321,David Scott,Scott,D,GA-13,11,D+60.4,Core Democrats,97.73%,,TRUE,,,,,,,-0.304,0.168,
20119,Stephen Lynch,Lynch,D,MA-8,11.6,D+35.5,Core Democrats,98.30%,,,,,,,,,-0.348,0.037,
20145,Rick Larsen,Larsen,D,WA-2,12,D+22.9,Core Democrats,97.74%,,TRUE,,,,,,,-0.365,0.178,
20104,Adam Schiff,Schiff,D,CA-30,12,D+46.2,Core Democrats,99.00%,,TRUE,,,,,,,-0.35,-0.133,
29908,John Larson,Larson,D,CT-1,13,D+28.1,Core Democrats,98.42%,,,,,,,,,-0.396,-0.047,
29901,Mike Thompson,Thompson,D,CA-4,13,D+36.6,Core Democrats,97.63%,,,TRUE,,,,,,-0.393,0.068,
29776,Gregory Meeks,Meeks,D,NY-5,13.5,D+62.4,Core Democrats,98.17%,,TRUE,,,,,,,-0.415,-0.072,
29741,Bill Pascrell Jr.,Pascrell,D,NJ-9,14,D+18.9,Core Democrats,98.18%,,,,,,,,,-0.368,-0.006,
29707,Brad Sherman,Sherman,D,CA-32,14,D+40.8,Core Democrats,98.45%,TRUE,,,,,,,,-0.343,-0.141,
29768,Adam Smith,Smith,D,WA-9,14,D+45.2,Core Democrats,98.58%,TRUE,TRUE,,,,,,,-0.288,-0.165,
29504,Zoe Lofgren,Lofgren,D,CA-18,15,D+44.1,Core Democrats,97.82%,,,,,,,,,-0.399,-0.419,
29368,Bennie Thompson,Thompson,D,MS-2,15.9,D+26.1,Core Democrats,99.29%,,,,,,,,,-0.517,0.395,
29339,Sanford Bishop,Bishop,D,GA-2,16,D+10.3,Core Democrats,97.34%,,,TRUE,,,,,,-0.285,0.454,
39301,James Clyburn,Clyburn,D,SC-6,16,D+32.1,Core Democrats,98.74%,,,,,,,,,-0.465,0.25,
29312,Anna Eshoo,Eshoo,D,CA-16,16,D+53.0,Core Democrats,98.58%,,,,,,,,,-0.38,-0.397,
29109,Rosa DeLauro,DeLauro,D,CT-3,17,D+19.7,Core Democrats,98.03%,TRUE,,,,,,,,-0.414,-0.116,
15616,Richard Neal,Neal,D,MA-1,18,D+21.7,Core Democrats,98.01%,,,,,,,,,-0.417,-0.105,
15454,Frank Pallone Jr.,Pallone,D,NJ-6,18.1,D+19.2,Core Democrats,97.22%,TRUE,,,,,,,,-0.404,-0.168,
15448,Nancy Pelosi,Pelosi,D,CA-11,18.8,D+74.5,Core Democrats,99.05%,,,,,,,,,-0.49,-0.197,
14873,Steny Hoyer,Hoyer,D,MD-5,21.8,D+36.5,Core Democrats,98.64%,,,,,,,,,-0.381,0.121,
22362,George Santos,Santos,R,NY-3,0.5,D+8.2,Far-Right Obstructionists,92.14%,,,,,,,,,0.473,-0.421,no longer in Congress
22303,Josh Brecheen,Brecheen,R,OK-2,1,R+53.4,Far-Right Obstructionists,97.05%,,,,,,,TRUE,TRUE,0.837,-0.438,
22305,Eric Burlison,Burlison,R,MO-7,1,R+41.4,Far-Right Obstructionists,97.75%,,,,,,,TRUE,TRUE,0.745,-0.564,
22310,Mike Collins,Collins,R,GA-10,1,R+23.4,Far-Right Obstructionists,96.79%,,,,,,,TRUE,TRUE,0.661,-0.32,
22311,Eli Crane,Crane,R,AZ-2,1,R+7.9,Far-Right Obstructionists,95.78%,,,,,,,,TRUE,0.72,-0.694,
22325,Harriet Hageman,Hageman,R,WY-1,1,R+43.7,Far-Right Obstructionists,97.08%,,,,,,,TRUE,TRUE,0.667,-0.346,
22357,Andy Ogles,Ogles,R,TN-5,1,R+11.3,Far-Right Obstructionists,97.29%,,,,,,,TRUE,TRUE,0.797,-0.38,
22364,Keith Self,Self,R,TX-3,1,R+14.4,Far-Right Obstructionists,96.09%,,,,,,,TRUE,TRUE,0.844,-0.138,
22103,Lauren Boebert,Boebert,R,CO-3,2,R+8.3,Far-Right Obstructionists,95.95%,,,,,,,TRUE,TRUE,0.747,-0.508,
22110,Andrew Clyde,Clyde,R,GA-9,2,R+37.9,Far-Right Obstructionists,94.25%,,,,,,,TRUE,TRUE,0.841,-0.06,
22111,Byron Donalds,Donalds,R,FL-19,2,R+21.0,Far-Right Obstructionists,97.17%,,,,,,,TRUE,TRUE,0.643,-0.218,
22120,Bob Good,Good,R,VA-5,2,R+8.3,Far-Right Obstructionists,97.05%,,,,,,,TRUE,TRUE,0.8,-0.6,
22121,Marjorie Taylor Greene,Greene,R,GA-14,2,R+37.4,Far-Right Obstructionists,95.51%,,,,,,,TRUE,,0.8,-0.6,
22138,Mary Miller,Miller,R,IL-15,2,R+38.7,Far-Right Obstructionists,96.04%,,,,,,,TRUE,TRUE,0.807,-0.15,
22140,Barry Moore,Moore,R,AL-2,2,R+29.4,Far-Right Obstructionists,96.79%,,,,,,,TRUE,TRUE,0.645,-0.171,
22143,Troy Nehls,Nehls,R,TX-22,2,R+16.0,Far-Right Obstructionists,96.66%,,,,,,,TRUE,TRUE,0.609,-0.222,
22148,Matt Rosendale Sr.,Rosendale,R,MT-2,2,R+26.8,Far-Right Obstructionists,95.26%,,,,,,,TRUE,TRUE,0.748,-0.62,
22151,Victoria Spartz,Spartz,R,IN-5,2,R+15.9,Far-Right Obstructionists,92.80%,,,,,,,TRUE,,0.475,-0.202,
21986,Dan Bishop,Bishop,R,NC-8,2.6,R+34.1,Far-Right Obstructionists,97.40%,,,,,,,TRUE,TRUE,0.714,-0.377,
21989,Tom Tiffany,Tiffany,R,WI-7,2.3,R+20.0,Far-Right Obstructionists,96.76%,,,,,,,TRUE,TRUE,0.643,-0.232,
21905,Tim Burchett,Burchett,R,TN-2,3,R+29.2,Far-Right Obstructionists,95.96%,,,,,,,,,0.664,-0.383,
21908,Ben Cline,Cline,R,VA-6,3,R+21.5,Far-Right Obstructionists,97.48%,,,,TRUE,,,TRUE,TRUE,0.72,-0.202,
21961,Chip Roy,Roy,R,TX-21,3,R+19.7,Far-Right Obstructionists,95.60%,,,,,,,TRUE,TRUE,0.8,-0.6,
21758,Michael Cloud,Cloud,R,TX-27,3.2,R+22.4,Far-Right Obstructionists,98.32%,,,,,,,TRUE,TRUE,0.684,-0.329,
21753,Ralph Norman,Norman,R,SC-5,3.8,R+18.2,Far-Right Obstructionists,97.29%,,,,,,,TRUE,TRUE,0.848,-0.367,
21705,Andy Biggs,Biggs,R,AZ-5,4,R+16.4,Far-Right Obstructionists,94.55%,,,,,,,,TRUE,0.827,-0.562,
21719,Matt Gaetz,Gaetz,R,FL-1,4,R+32.3,Far-Right Obstructionists,92.80%,,,,,,,,TRUE,0.598,-0.646,
21724,Clay Higgins,Higgins,R,LA-3,4,R+37.6,Far-Right Obstructionists,96.06%,,,,,,,TRUE,TRUE,0.627,-0.31,
21564,Warren Davidson,Davidson,R,OH-8,4.3,R+22.0,Far-Right Obstructionists,94.81%,,,,,,,TRUE,TRUE,0.659,-0.355,
21510,Ken Buck,Buck,R,CO-4,4.6,R+18.6,Far-Right Obstructionists,86.50%,,,,,,,TRUE,TRUE,0.656,-0.431,no longer in Congress
21557,Alex Mooney,Mooney,R,WV-2,5,R+37.0,Far-Right Obstructionists,97.50%,,,,,,,TRUE,TRUE,0.564,-0.222,
21356,Scott Perry,Perry,R,PA-10,6,R+4.1,Far-Right Obstructionists,97.58%,,,,,,,,TRUE,0.677,-0.461,
31102,Thomas Massie,Massie,R,KY-4,6.1,R+32.5,Far-Right Obstructionists,90.75%,,,,,,,,,0.678,-0.735,
21174,Jeff Duncan,Duncan,R,SC-3,7,R+37.5,Far-Right Obstructionists,96.78%,,,,,,,TRUE,TRUE,0.701,-0.1,
21103,Paul Gosar,Gosar,R,AZ-9,7,R+25.8,Far-Right Obstructionists,97.61%,,,,,,,TRUE,TRUE,0.699,-0.499,
21139,Andy Harris,Harris,R,MD-1,7,R+14.5,Far-Right Obstructionists,94.37%,,,,,,,,TRUE,0.671,-0.374,
20903,Tom McClintock,McClintock,R,CA-5,8,R+12.3,Far-Right Obstructionists,93.99%,,,,,,,TRUE,,0.682,-0.401,
20909,Bill Posey,Posey,R,FL-8,8,R+17.6,Far-Right Obstructionists,95.20%,,,,,,,TRUE,TRUE,0.531,-0.351,
20738,Jim Jordan,Jordan,R,OH-4,9,R+35.7,Far-Right Obstructionists,97.61%,,,,,,,,TRUE,0.717,-0.198,
22301,Becca Balint,Balint,D,VT-1,1,D+35.6,Progressive Democrats,99.00%,TRUE,,,,,,,,-0.471,-0.415,
22307,Greg Casar,Casar,D,TX-35,1,D+45.2,Progressive Democrats,97.60%,TRUE,,,,,,,,-0.379,-0.839,
22312,Jasmine Crockett,Crockett,D,TX-30,1,D+56.7,Progressive Democrats,98.18%,TRUE,,,,,,,,-0.528,-0.131,
22320,Valerie Foushee,Foushee,D,NC-4,1,D+35.1,Progressive Democrats,98.57%,TRUE,TRUE,,,,,,,-0.567,-0.059,
22321,Maxwell Frost,Frost,D,FL-10,1,D+31.8,Progressive Democrats,97.35%,TRUE,,,,,,,,-0.501,-0.728,
22323,Robert Garcia,Garcia,D,CA-42,1,D+45.8,Progressive Democrats,97.60%,TRUE,,,,,,,,-0.42,-0.621,
22330,Jonathan Jackson,Jackson,D,IL-1,1,D+42.4,Progressive Democrats,98.00%,TRUE,,,,,,,,-0.45,-0.245,
22333,Sydney Kamlager-Dove,Kamlager-Dove,D,CA-37,1,D+73.3,Progressive Democrats,97.87%,TRUE,,,,,,,,-0.619,-0.474,
22342,Summer Lee,Lee,D,PA-12,1,D+19.9,Progressive Democrats,95.83%,TRUE,,,,,,,,-0.375,-0.927,
22360,Delia Ramirez,Ramirez,D,IL-3,1,D+41.4,Progressive Democrats,96.55%,TRUE,,,,,,,,-0.502,-0.865,
22369,Jill Tokuda,Tokuda,D,HI-2,1,D+29.5,Progressive Democrats,98.89%,TRUE,,,,,,,,-0.454,-0.432,
22159,Melanie Stansbury,Stansbury,D,NM-1,1.8,D+14.4,Progressive Democrats,97.88%,TRUE,,,,,,,,-0.407,-0.253,
22105,Jamaal Bowman,Bowman,D,NY-16,2,D+43.7,Progressive Democrats,95.26%,TRUE,,,,,,,,-0.358,-0.934,
22126,Sara Jacobs,Jacobs,D,CA-51,2,D+27.3,Progressive Democrats,98.44%,TRUE,TRUE,,,,,,,-0.388,-0.453,
22156,Nikema Williams,Williams,D,GA-5,2,D+66.5,Progressive Democrats,98.33%,TRUE,TRUE,,,,,,,-0.425,-0.376,
21906,Sean Casten,Casten,D,IL-6,3,D+10.9,Progressive Democrats,97.45%,,TRUE,,,,,,,-0.652,0.497,
21917,Veronica Escobar,Escobar,D,TX-16,3,D+35.4,Progressive Democrats,98.37%,TRUE,TRUE,,,,,,,-0.466,-0.316,
21922,Sylvia Garcia,Garcia,D,TX-29,3,D+36.7,Progressive Democrats,97.68%,,,,,,,,,-0.797,0.454,
21949,Alexandria Ocasio-Cortez,Ocasio-Cortez,D,NY-14,3,D+56.6,Progressive Democrats,96.15%,TRUE,,,,,,,,-0.299,-0.954,
21950,Ilhan Omar,Omar,D,MN-5,3,D+63.1,Progressive Democrats,93.38%,TRUE,,,,,,,,-0.298,-0.955,
21955,Ayanna Pressley,Pressley,D,MA-7,3,D+72.4,Progressive Democrats,96.47%,TRUE,,,,,,,,-0.349,-0.937,
21975,Rashida Tlaib,Tlaib,D,MI-12,3,D+48.5,Progressive Democrats,94.83%,TRUE,,,,,,,,-0.291,-0.957,
21977,Lori Trahan,Trahan,D,MA-3,3,D+27.4,Progressive Democrats,98.03%,TRUE,TRUE,,,,,,,-0.421,-0.174,
21979,Lauren Underwood,Underwood,D,IL-14,3,D+11.5,Progressive Democrats,97.89%,,,,,,,,,-0.58,0.449,
21762,Mary Gay Scanlon,Scanlon,D,PA-5,3.1,D+32.3,Progressive Democrats,98.22%,TRUE,TRUE,,,,,,,-0.475,-0.082,
21754,Jimmy Gomez,Gomez,D,CA-34,3.7,D+64.2,Progressive Democrats,98.15%,TRUE,,,,,,,,-0.542,-0.302,
21703,Nanette Barragan,Barragan,D,CA-44,4,D+48.2,Progressive Democrats,99.02%,TRUE,,,,,,,,-0.506,-0.105,
21715,Adriano Espaillat,Espaillat,D,NY-13,4,D+77.0,Progressive Democrats,98.03%,TRUE,,,,,,,,-0.583,-0.21,
21726,Pramila Jayapal,Jayapal,D,WA-7,4,D+75.5,Progressive Democrats,98.32%,TRUE,,,,,,,,-0.646,-0.466,
21728,Ro Khanna,Khanna,D,CA-17,4,D+47.4,Progressive Democrats,98.04%,TRUE,,,,,,,,-0.504,-0.255,
21741,Jamie Raskin,Raskin,D,MD-8,4,D+62.6,Progressive Democrats,97.88%,TRUE,,,,,,,,-0.521,-0.245,
21566,Dwight Evans,Evans,D,PA-3,4.1,D+80.9,Progressive Democrats,98.35%,TRUE,,,,,,,,-0.47,-0.135,
21554,Don Beyer Jr.,Beyer,D,VA-8,5,D+56.0,Progressive Democrats,98.14%,TRUE,TRUE,,,,,,,-0.385,-0.095,
21504,Mark DeSaulnier,DeSaulnier,D,CA-10,5,D+39.4,Progressive Democrats,98.28%,TRUE,,,,,,,,-0.523,-0.372,
21529,Debbie Dingell,Dingell,D,MI-6,5,D+26.7,Progressive Democrats,98.15%,TRUE,,,TRUE,,,,,-0.404,-0.157,
21538,Bonnie Watson Coleman,Watson Coleman,D,NJ-12,5,D+34.4,Progressive Democrats,98.02%,TRUE,,,,,,,,-0.608,-0.193,
21375,Katherine Clark,Clark,D,MA-5,5.5,D+51.1,Progressive Democrats,98.19%,,,,,,,,,-0.482,-0.316,
21371,Robin Kelly,Kelly,D,IL-2,5.9,D+40.0,Progressive Democrats,98.37%,,,,,,,,,-0.467,-0.023,
21309,Tony Cardenas,Cardenas,D,CA-29,6,D+51.3,Progressive Democrats,97.71%,,,,,,,,,-0.395,-0.003,
21362,Joaquin Castro,Castro,D,TX-20,6,D+33.1,Progressive Democrats,99.06%,TRUE,TRUE,,,,,,,-0.404,-0.071,
21303,Jared Huffman,Huffman,D,CA-2,6,D+49.5,Progressive Democrats,97.13%,TRUE,,,,,,,,-0.428,-0.527,
21370,Mark Pocan,Pocan,D,WI-2,6,D+41.8,Progressive Democrats,99.14%,TRUE,,,,,,,,-0.531,-0.561,
21312,Mark Takano,Takano,D,CA-39,6,D+26.1,Progressive Democrats,98.74%,TRUE,,,,,,,,-0.465,-0.293,
21314,Juan Vargas,Vargas,D,CA-52,6,D+36.9,Progressive Democrats,97.70%,TRUE,TRUE,,,,,,,-0.404,0.048,
21198,Suzanne Bonamici,Bonamici,D,OR-1,6.5,D+39.3,Progressive Democrats,98.62%,TRUE,,,,,,,,-0.396,-0.41,
20955,Judy Chu,Chu,D,CA-28,7.7,D+34.2,Progressive Democrats,99.58%,TRUE,,,,,,,,-0.489,-0.379,
20952,Gerry Connolly,Connolly,D,VA-11,8,D+41.3,Progressive Democrats,97.58%,,TRUE,,,,,,,-0.307,-0.038,
20920,Chellie Pingree,Pingree,D,ME-1,8,D+22.8,Progressive Democrats,98.05%,TRUE,,,,,,,,-0.421,-0.36,
20934,Paul Tonko,Tonko,D,NY-20,8,D+19.2,Progressive Democrats,97.91%,TRUE,,,,,,,,-0.415,-0.268,
20757,Andre Carson,Carson,D,IN-7,8.4,D+42.4,Progressive Democrats,97.48%,TRUE,TRUE,,,,,,,-0.43,0.04,
20733,Yvette Clarke,Clarke,D,NY-9,9,D+51.6,Progressive Democrats,98.46%,TRUE,,,,,,,,-0.609,-0.246,
20712,Hank Johnson Jr.,Johnson,D,GA-4,9,D+57.7,Progressive Democrats,96.15%,TRUE,,,,,,,,-0.473,-0.025,
20537,Gwen Moore,Moore,D,WI-4,10,D+53.1,Progressive Democrats,98.99%,TRUE,,,,,,,,-0.526,-0.258,
20305,Raúl Grijalva,Grijalva,D,AZ-7,11,D+32.8,Progressive Democrats,98.26%,TRUE,,,,,,,,-0.598,-0.264,
20310,Linda Sanchez,Sanchez,D,CA-38,11,D+30.2,Progressive Democrats,97.88%,TRUE,,,,,,,,-0.508,-0.135,
20122,Betty McCollum,McCollum,D,MN-4,12,D+37.6,Progressive Democrats,97.61%,,,,,,,,,-0.417,-0.193,
29903,Grace Napolitano,Napolitano,D,CA-31,13,D+31.1,Progressive Democrats,98.51%,TRUE,,,,,,,,-0.449,-0.245,
29911,Jan Schakowsky,Schakowsky,D,IL-9,13,D+41.6,Progressive Democrats,98.85%,TRUE,,,,,,,,-0.603,-0.276,
29778,Barbara Lee,Lee,D,CA-12,13.4,D+80.7,Progressive Democrats,98.81%,TRUE,,,,,,,,-0.677,-0.569,
29717,Danny Davis,Davis,D,IL-7,14,D+72.8,Progressive Democrats,97.72%,TRUE,,,,,,,,-0.486,-0.26,
29710,Diana DeGette,DeGette,D,CO-1,14,D+61.3,Progressive Democrats,98.02%,TRUE,,,,,,,,-0.431,-0.303,
29729,Jim McGovern,McGovern,D,MA-2,14,D+30.8,Progressive Democrats,98.31%,TRUE,,,,,,,,-0.538,-0.323,
29588,Earl Blumenauer,Blumenauer,D,OR-3,14.3,D+47.3,Progressive Democrats,98.20%,TRUE,,,,,,,,-0.427,-0.641,
29571,Lloyd Doggett,Doggett,D,TX-37,15,D+52.8,Progressive Democrats,98.59%,TRUE,,,,,,,,-0.402,-0.322,
39307,Bobby Scott,Scott,D,VA-3,16,D+38.4,Progressive Democrats,98.05%,,,,,,,,,-0.45,0.012,
29378,Nydia Velazquez,Velazquez,D,NY-7,16,D+62.6,Progressive Democrats,99.58%,TRUE,,,,,,,,-0.547,-0.351,
29377,Jerry Nadler,Nadler,D,NY-12,16.1,D+71.4,Progressive Democrats,98.15%,TRUE,,,,,,,,-0.508,-0.484,
29106,Maxine Waters,Waters,D,CA-43,17,D+63.8,Progressive Democrats,97.27%,TRUE,,,,,,,,-0.656,-0.079,
22375,Gabe Amo,Amo,D,RI-1,0.6,D+29.1,,,,,,,,,,,-0.467,-0.078,insufficient data to assign cluster
22376,Celeste Maloy,Maloy,R,UT-2,0.5,R+17.1,,,,,,,TRUE,,,,0.465,0.223,insufficient data to assign cluster
22374,Jennifer McClellan,McClellan,D,VA-4,0.9,D+35.7,,,TRUE,TRUE,,,,,,,-0.469,-0.01,insufficient data to assign cluster
22343,Anna Paulina Luna,Luna,R,FL-13,1,R+6.8,,,,,,,,,TRUE,TRUE,0.591,-0.565,insufficient data to assign cluster
22168,Mary Peltola,Peltola,D,AK-1,1.2,R+10.1,,,,,TRUE,TRUE,,,,,-0.16,0.407,insufficient data to assign cluster
22106,Cori Bush,Bush,D,MO-1,2,D+58.4,,,TRUE,,,,,,,,-0.247,-0.969,insufficient data to assign cluster
21921,Chuy Garcia,Garcia,D,IL-4,3,D+46.4,,,TRUE,,,,,,,,-0.43,-0.893,insufficient data to assign cluster
21953,Dean Phillips,Phillips,D,MN-3,3,D+21.0,,,,TRUE,,TRUE,,,,,-0.28,0.181,insufficient data to assign cluster
21971,Greg Steube,Steube,R,FL-17,3,R+16.0,,,,,,,,,TRUE,TRUE,0.689,-0.284,insufficient data to assign cluster
21727,Mike Johnson,Johnson,R,LA-4,4,R+49.2,,,,,,,,,TRUE,TRUE,0.566,-0.01,insufficient data to assign cluster
21502,Ruben Gallego,Gallego,D,AZ-3,5,D+50.6,,,,,,,,,,,-0.418,0.069,insufficient data to assign cluster
21167,Mike Kelly,Kelly,R,PA-16,7,R+20.6,,,,,,,,,TRUE,,0.373,0.41,insufficient data to assign cluster
20517,Emanuel Cleaver II,Cleaver,D,MO-5,10,D+26.3,,,,,,,,,,,-0.453,0.009,insufficient data to assign cluster
20356,John Carter,Carter,R,TX-31,11,R+20.3,,,,,,,,,TRUE,,0.485,0.565,insufficient data to assign cluster
29573,Sheila Jackson Lee,Jackson Lee,D,TX-18,15,D+48.6,,,TRUE,,,,,,,,-0.46,0.125,insufficient data to assign cluster
