politician,response,date,pct_estimate
Mike Pence,unfavorable,2023-02-12,50.619564
Mike Pence,favorable,2023-02-11,30.228933
Mike Pence,unfavorable,2023-02-11,51.057209
Mike Pence,favorable,2023-02-10,37.433624
Mike Pence,unfavorable,2023-02-10,47.805801
Mike Pence,favorable,2023-02-09,37.433624
Mike Pence,unfavorable,2023-02-09,47.805801
Mike Pence,favorable,2023-02-08,37.433624
Mike Pence,unfavorable,2023-02-08,47.805801
Mike Pence,favorable,2023-02-07,37.433624
Mike Pence,unfavorable,2023-02-07,47.805801
Mike Pence,favorable,2023-02-06,36.29546
Mike Pence,unfavorable,2023-02-06,49.11797
Mike Pence,favorable,2023-02-05,36.29546
Mike Pence,unfavorable,2023-02-05,49.11797
Mike Pence,favorable,2023-02-04,38.082241
Mike Pence,unfavorable,2023-02-04,46.041515
Mike Pence,favorable,2023-02-03,38.082241
Mike Pence,unfavorable,2023-02-03,46.041515
Mike Pence,favorable,2023-02-02,38.082241
Mike Pence,unfavorable,2023-02-02,46.041515
Mike Pence,favorable,2023-02-01,38.082241
Mike Pence,unfavorable,2023-02-01,46.041515
Mike Pence,favorable,2023-01-31,38.082241
Mike Pence,unfavorable,2023-01-31,46.041515
Mike Pence,favorable,2023-01-30,38.223419
Mike Pence,unfavorable,2023-01-30,47.63306
Mike Pence,favorable,2023-01-29,38.223419
Mike Pence,unfavorable,2023-01-29,47.63306
Mike Pence,favorable,2023-01-28,38.223419
Mike Pence,unfavorable,2023-01-28,47.63306
Mike Pence,favorable,2023-01-27,38.223419
Mike Pence,unfavorable,2023-01-27,47.63306
Mike Pence,favorable,2023-01-26,38.223419
Mike Pence,unfavorable,2023-01-26,47.63306
Mike Pence,favorable,2023-01-25,38.223419
Mike Pence,unfavorable,2023-01-25,47.63306
Mike Pence,favorable,2023-01-24,38.223419
Mike Pence,unfavorable,2023-01-24,47.63306
Mike Pence,favorable,2023-01-23,38.223419
Mike Pence,unfavorable,2023-01-23,47.63306
Mike Pence,favorable,2023-01-22,38.223419
Mike Pence,unfavorable,2023-01-22,47.63306
Mike Pence,favorable,2023-01-21,40.952751
Mike Pence,unfavorable,2023-01-21,45.963646
Mike Pence,favorable,2023-01-20,40.952751
Mike Pence,unfavorable,2023-01-20,45.963646
Mike Pence,favorable,2023-01-19,39.475906
Mike Pence,unfavorable,2023-01-19,45.58952
Mike Pence,favorable,2023-01-18,39.329323
Mike Pence,unfavorable,2023-01-18,45.266705
Mike Pence,favorable,2023-01-17,39.329323
Mike Pence,unfavorable,2023-01-17,45.266705
Mike Pence,favorable,2023-01-16,35.063534
Mike Pence,unfavorable,2023-01-16,49.064808
Mike Pence,favorable,2023-01-15,35.063534
Mike Pence,unfavorable,2023-01-15,49.064808
Mike Pence,favorable,2023-01-14,35.063534
Mike Pence,unfavorable,2023-01-14,49.064808
Mike Pence,favorable,2023-01-13,35.063534
Mike Pence,unfavorable,2023-01-13,49.064808
Mike Pence,favorable,2023-01-12,35.063534
Mike Pence,unfavorable,2023-01-12,49.064808
Mike Pence,favorable,2023-01-11,35.063534
Mike Pence,unfavorable,2023-01-11,49.064808
Mike Pence,favorable,2023-01-10,35.063534
Mike Pence,unfavorable,2023-01-10,49.064808
Mike Pence,favorable,2023-01-09,35.063534
