person_id,candidate_id,race_id,Ballotpedia url,Candidate,incumbent,State,District,Office Type,Race Type,Race Primary Election Date,Primary Results Votes,Primary Status,Primary Runoff Status,General Status,Gender,Date Born,Partisan Lean,Primary %,Race,Religion,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Bush Alum?,Trump Alum?,Support Tariffs?,Support the Wall?,Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,ALIPAC Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,No Labels Support?
39419,13144,15,https://ballotpedia.org/Michael_E._Williams_(Georgia),Michael Williams,No,GA,Governor of Georgia,Governor,Regular,5/22/18,29605,Lost,None,None,Male,,,4.88,,,,,,Yes,,,,,,N/A,No,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292103,27086,15,https://ballotpedia.org/Clay_Tippins,Clay Tippins,No,GA,Governor of Georgia,Governor,Regular,5/22/18,74358,Lost,None,None,Male,,,12.21,,,,,,Yes,,,,,,N/A,No,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
299221,34735,15,https://ballotpedia.org/Eddie_Hayes,Eddie Hayes,No,GA,Governor of Georgia,Governor,Regular,5/22/18,699,Lost,None,None,Male,None,,0,,,,,,No,,,,,,N/A,No,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
296589,31176,15976,https://ballotpedia.org/David_Callahan_(Georgia),David Callahan,No,GA,U.S. House Georgia District 13,Representative,Regular,5/22/18,17445,Advanced,None,On the Ballot,Male,None,,93,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
298571,33315,15976,https://ballotpedia.org/Femi_Akinkugbe,Femi Akinkugbe,No,GA,U.S. House Georgia District 13,Representative,Regular,5/22/18,1314,Lost,None,None,Male,None,,7,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290505,25851,3074,https://ballotpedia.org/Herman_West_Jr.,Herman West Jr.,No,GA,U.S. House Georgia District 2,Representative,Regular,5/22/18,None,Advanced,None,On the Ballot,Male,,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
298565,33299,6685,https://ballotpedia.org/Joe_Profit,Joe Profit,No,GA,U.S. House Georgia District 4,Representative,Regular,5/22/18,None,Advanced,None,On the Ballot,Male,None,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1840,39555,4275,https://ballotpedia.org/Andria_P._Tupola,Andria Tupola,No,HI,Governor of Hawaii,Governor,Regular,8/11/18,17282,Advanced,None,On the Ballot,Female,,,55.5,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27475,39553,4275,https://ballotpedia.org/John_Carroll,John Carroll,No,HI,Governor of Hawaii,Governor,Regular,8/11/18,10969,Lost,None,None,Male,,,35.2,White,N/A,Yes,No,Yes,,Yes,No,No,Not on website,Not on website,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301319,39554,4275,https://ballotpedia.org/Ray_L'Heureux,Ray L'Heureux,No,HI,Governor of Hawaii,Governor,Regular,8/11/18,2883,Lost,None,None,Male,None,,9.3,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6847,39546,953,https://ballotpedia.org/Cam_Cavasso,Cam Cavasso,No,HI,U.S. House Hawaii District 1,Representative,Regular,8/11/18,10552,Advanced,None,On the Ballot,None,,,81.8,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301318,39547,953,https://ballotpedia.org/Raymond_Vinole,Raymond Vinole,No,HI,U.S. House Hawaii District 1,Representative,Regular,8/11/18,2340,Lost,None,None,Male,None,,18.2,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5940,1988,11477,https://ballotpedia.org/Brian_Evans_(Hawaii),Brian Evans,No,HI,U.S. House Hawaii District 2,Representative,Regular,8/11/18,12331,Advanced,None,On the Ballot,Male,,,100,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301315,39537,4593,https://ballotpedia.org/Ron_Curtis,Ron Curtis,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,6365,Advanced,None,On the Ballot,Male,None,,23.7,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300520,37424,4593,https://ballotpedia.org/Michael_Hodgkiss,Michael Hodgkiss,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,1575,Lost,None,None,Male,None,,5.9,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301313,39535,4593,https://ballotpedia.org/Consuelo_Anderson,Consuelo Anderson,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,5166,Lost,None,None,Male,None,,19.3,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301314,39536,4593,https://ballotpedia.org/George_Berish,George Berish,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,1658,Lost,None,None,Male,None,,6.2,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48897,39538,4593,https://ballotpedia.org/Roque_De_La_Fuente,Roque De La Fuente,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,3060,Lost,None,None,Male,10/10/54,,11.4,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47283,39539,4593,https://ballotpedia.org/Robert_Helsham_Sr.,Robert Helsham,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,3988,Lost,None,None,None,,,14.9,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16247,39540,4593,https://ballotpedia.org/Eddie_Pirkowski,Eddie Pirkowski,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,1357,Lost,None,None,None,,,5.1,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54926,39541,4593,https://ballotpedia.org/Thomas_White_(Hawaii),Thomas White,No,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,3657,Lost,None,None,None,,,13.6,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9396,3174,9912,https://ballotpedia.org/Chris_Peters_(Iowa),Chris Peters,No,IA,U.S. House Iowa District 2,Representative,Regular,6/5/18,None,Advanced,None,On the Ballot,Male,,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5389,1805,7195,https://ballotpedia.org/Brad_Little,Brad Little,No,ID,Governor of Idaho,Governor,Regular,5/15/18,72086,Advanced,None,On the Ballot,Male,2/15/54,,37.29,,,,,,Yes,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20847,6844,7195,https://ballotpedia.org/Harley_Brown_(Idaho),Harley Brown,No,ID,Governor of Idaho,Governor,Regular,5/15/18,865,Lost,None,None,Male,0000-00-00,,0.45,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35086,11642,7195,https://ballotpedia.org/Lisa_Marie,Lisa Marie,No,ID,Governor of Idaho,Governor,Regular,5/15/18,3359,Lost,None,None,Female,,,1.75,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45436,15168,7195,https://ballotpedia.org/Raul_Labrador,Raul Labrador,No,ID,Governor of Idaho,Governor,Regular,5/15/18,62999,Lost,None,None,Male,12/8/67,,32.63,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52723,17512,7195,https://ballotpedia.org/Steve_Pankey,Steven Pankey,No,ID,Governor of Idaho,Governor,Regular,5/15/18,2675,Lost,None,None,Male,,,1.39,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
297409,31924,7195,https://ballotpedia.org/Tommy_Ahlquist,Tommy Ahlquist,No,ID,Governor of Idaho,Governor,Regular,5/15/18,50752,Lost,None,None,Male,None,,26.22,,,,,,Yes,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
297410,31925,7195,https://ballotpedia.org/Dalton_Cannady,Dalton Cannady,No,ID,Governor of Idaho,Governor,Regular,5/15/18,522,Lost,None,None,Male,None,,0.27,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49241,16323,2972,https://ballotpedia.org/Russ_Fulcher,Russ Fulcher,No,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,28043,Advanced,None,On the Ballot,Male,,,43.12,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,No,N/A,N/A
9480,3191,2972,https://ballotpedia.org/Christy_Perry,Christy Perry,No,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,6776,Lost,None,None,Female,6/4/68,,11.19,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,No,N/A,No,N/A,N/A
35710,11864,2972,https://ballotpedia.org/Luke_Malek,Luke Malek,No,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,8529,Lost,None,None,Male,,,14.26,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,No,N/A,Yes,N/A,N/A
288253,24935,2972,https://ballotpedia.org/David_Leroy,David Leroy,No,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,11125,Lost,None,None,Male,1948,,15.53,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,No,N/A,No,N/A,N/A
290526,25871,2972,https://ballotpedia.org/Michael_Snyder_(Idaho),Michael Snyder,No,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,6716,Lost,None,None,Male,,,10.37,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A
291721,26867,2972,https://ballotpedia.org/Nick_Henderson,Nick Henderson,No,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,1216,Lost,None,None,Male,,,2.02,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,No,N/A,No,N/A,N/A
296237,30851,2972,https://ballotpedia.org/Alex_Gallegos,Alex Gallegos,No,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,2233,Lost,None,None,Male,None,,3.5,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,No,N/A,No,N/A,N/A
26416,8720,9548,https://ballotpedia.org/Jimmy_Lee_Tillman_II,Jimmy Lee Tillman II,No,IL,U.S. House Illinois District 1,Representative,Regular,3/20/18,None,Advanced,None,On the Ballot,Male,,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290535,25877,9542,https://ballotpedia.org/Doug_Bennett,Doug Bennett,No,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,8484,Advanced,None,On the Ballot,Male,,,36.24,,,,,,No,,,,,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290137,25617,9542,https://ballotpedia.org/Sapan_Shah,Sapan Shah,No,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,7093,Lost,None,None,Male,,,29.06,,,,,,No,,,,,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290138,25618,9542,https://ballotpedia.org/Jeremy_Wynes,Jeremy Wynes,No,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,8225,Lost,None,None,Male,,,34.7,,,,,,No,,,,,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42150,14056,9061,https://ballotpedia.org/Nick_Stella,Nick Stella,No,IL,U.S. House Illinois District 11,Representative,Regular,3/20/18,23447,Advanced,None,On the Ballot,Male,,,79.33,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290069,25577,9061,https://ballotpedia.org/Connor_Vlakancic,Connor Vlakancic,No,IL,U.S. House Illinois District 11,Representative,Regular,3/20/18,6101,Lost,None,None,Male,,,20.67,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291724,26869,9962,https://ballotpedia.org/Bill_Fawell,Bill Fawell,No,IL,U.S. House Illinois District 17,Representative,Regular,3/20/18,None,Advanced,None,On the Ballot,Male,,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292217,27134,2389,https://ballotpedia.org/David_Merkle,David Merkle,No,IL,U.S. House Illinois District 2,Representative,Regular,3/20/18,4906,Advanced,None,On the Ballot,Male,,,36.59,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28323,9334,2389,https://ballotpedia.org/John_Morrow,John Morrow,No,IL,U.S. House Illinois District 2,Representative,Regular,3/20/18,3730,Lost,None,None,Male,,,27.94,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292216,27133,2389,https://ballotpedia.org/Patrick_Harmon,Patrick Harmon,No,IL,U.S. House Illinois District 2,Representative,Regular,3/20/18,4722,Lost,None,None,Male,,,35.46,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2927,945,6223,https://ballotpedia.org/Arthur_Jones,Arthur Jones,No,IL,U.S. House Illinois District 3,Representative,Regular,3/20/18,None,Advanced,None,On the Ballot,Male,1/1/48,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292220,27138,306,https://ballotpedia.org/Mark_Wayne_Lorch,Mark Wayne Lorch,No,IL,U.S. House Illinois District 4,Representative,Regular,3/20/18,None,Advanced,None,On the Ballot,Male,,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292224,27142,2273,https://ballotpedia.org/Tom_Hanson,Tom Hanson,No,IL,U.S. House Illinois District 5,Representative,Regular,3/20/18,None,Advanced,None,On the Ballot,Male,,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290544,25883,11685,https://ballotpedia.org/Craig_Cameron,Craig Cameron,No,IL,U.S. House Illinois District 7,Representative,Regular,3/20/18,3535,Advanced,None,On the Ballot,Male,,,56.33,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24884,8186,11685,https://ballotpedia.org/Jeffrey_Leef,Jeffrey Leef,No,IL,U.S. House Illinois District 7,Representative,Regular,3/20/18,2710,Lost,None,None,Male,,,43.67,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
288177,24916,3006,https://ballotpedia.org/Jitendra_Diganvker,Jitendra Diganvker,No,IL,U.S. House Illinois District 8,Representative,Regular,3/20/18,None,Advanced,None,On the Ballot,Male,,,100,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292225,27143,15661,https://ballotpedia.org/John_Elleson,John Elleson,No,IL,U.S. House Illinois District 9,Representative,Regular,3/20/18,10255,Advanced,None,On the Ballot,Male,,,40.37,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290533,25876,15661,https://ballotpedia.org/Max_Rice,Max Rice,No,IL,U.S. House Illinois District 9,Representative,Regular,3/20/18,2547,Lost,None,None,Male,,,10.15,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291722,26868,15661,https://ballotpedia.org/D._Vincent_Thomas_Jr.,D. Vincent Thomas Jr.,No,IL,U.S. House Illinois District 9,Representative,Regular,3/20/18,4749,Lost,None,None,Male,,,18.83,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292113,27094,15661,https://ballotpedia.org/Sargis_Sangari,Sargis Sangari,No,IL,U.S. House Illinois District 9,Representative,Regular,3/20/18,7746,Lost,None,None,Male,,,10.15,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37050,12327,5291,https://ballotpedia.org/Mark_Leyva,Mark Leyva,No,IN,U.S. House Indiana District 1,Representative,Regular,5/8/18,5941,Advanced,None,On the Ballot,Male,,,26.99,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28277,9319,5291,https://ballotpedia.org/John_Meyer_(Indiana),John Meyer,No,IN,U.S. House Indiana District 1,Representative,Regular,5/8/18,4317,Lost,None,None,Male,,,19.6,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295360,29943,5291,https://ballotpedia.org/Jeremy_Belko,Jeremy Belko,No,IN,U.S. House Indiana District 1,Representative,Regular,5/8/18,1483,Lost,None,None,Male,None,,6.73,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295361,29944,5291,https://ballotpedia.org/David_Dopp,David Dopp,No,IN,U.S. House Indiana District 1,Representative,Regular,5/8/18,1676,Lost,None,None,Male,None,,7.61,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295362,29945,5291,https://ballotpedia.org/Roseann_Ivanovich,Roseann Ivanovich,No,IN,U.S. House Indiana District 1,Representative,Regular,5/8/18,4309,Lost,None,None,Female,None,,19.55,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295363,29946,5291,https://ballotpedia.org/Nicholas_Pappas,Nicholas Pappas,No,IN,U.S. House Indiana District 1,Representative,Regular,5/8/18,4304,Lost,None,None,Male,None,,19.52,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22603,7387,5723,https://ballotpedia.org/James_Baird,Jim Baird,No,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,28753,Advanced,None,On the Ballot,Male,,,36.59,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
23111,7513,5723,https://ballotpedia.org/James_Nease,James Nease,No,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,2063,Lost,None,None,Male,,,2.62,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32462,10745,5723,https://ballotpedia.org/Kevin_Grant,Kevin Grant,No,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,3596,Lost,None,None,Male,,,4.58,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52896,17571,5723,https://ballotpedia.org/Steven_Braun,Steve Braun,No,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,23280,Lost,None,None,Male,,,29.45,,,,,,Yes,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
289277,25286,5723,https://ballotpedia.org/Diego_Morales,Diego Morales,No,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,11830,Lost,None,None,Male,,,14.97,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
291693,26840,5723,https://ballotpedia.org/Jared_Thomas,Jared Thomas,No,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,8376,Lost,None,None,Male,,,10.53,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
294734,29432,5723,https://ballotpedia.org/Tim_Radice,Tim Radice,No,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,1010,Lost,None,None,Male,None,,1.26,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291694,26841,3007,https://ballotpedia.org/Greg_Pence,Greg Pence,No,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,47955,Advanced,None,On the Ballot,Male,,,64.48,,,,,,No,,,,,,N/A,N/A,N/A,Yes,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24683,8112,3007,https://ballotpedia.org/Jeff_Smith_(Indiana),Jeff Smith,No,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,2258,Lost,None,None,Male,,,3.04,,,,,,No,,,,,,N/A,N/A,N/A,No,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40469,13460,3007,https://ballotpedia.org/Mike_Campbell_(Indiana),Mike Campbell,No,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,3229,Lost,None,None,Male,,,4.34,,,,,,No,,,,,,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52267,17351,3007,https://ballotpedia.org/Stephen_MacKenzie,Stephen MacKenzie,No,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,2500,Lost,None,None,Male,,,4.57,,,,,,No,,,,,,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
289128,25217,3007,https://ballotpedia.org/Jonathan_Lamb,Jonathan Lamb,No,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,17523,Lost,None,None,Male,,,23.56,,,,,,Yes,,,,,,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57755,19194,794,https://ballotpedia.org/Wayne_Harmon,Wayne Harmon,No,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,6478,Advanced,None,On the Ballot,Male,,,28.81,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21986,7201,794,https://ballotpedia.org/J.D._Miniear,J.D. Miniear,No,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,3031,Lost,None,None,Male,,,13.59,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28079,9233,794,https://ballotpedia.org/John_L._Couch,John Couch,No,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,3432,Lost,None,None,Male,,,15.24,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290554,25892,794,https://ballotpedia.org/Tony_Van_Pelt,Tony Van Pelt,No,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,2539,Lost,None,None,Male,,,11.3,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295375,29958,794,https://ballotpedia.org/J._Jason_Davis,J. Jason Davis,No,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,2672,Lost,None,None,Male,None,,11.9,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295376,29959,794,https://ballotpedia.org/Donald_Eason_Jr.,Donald Eason Jr.,No,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,4307,Lost,None,None,Male,None,,19.16,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40454,13456,7289,https://ballotpedia.org/Mike_Braun,Mike Braun,No,IN,U.S. Senate Indiana,Senator,Regular,5/8/18,207796,Advanced,None,On the Ballot,Male,,,41.17,,,,,,Yes,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35711,11865,7289,https://ballotpedia.org/Luke_Messer,Luke Messer,No,IN,U.S. Senate Indiana,Senator,Regular,5/8/18,145739,Lost,None,None,Male,2/27/69,,28.84,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55607,18482,7289,https://ballotpedia.org/Todd_Rokita,Todd Rokita,No,IN,U.S. Senate Indiana,Senator,Regular,5/8/18,151176,Lost,None,None,Male,2/9/70,,29.99,,,,,,No,,,,,,N/A,N/A,N/A,N/A,N/A,Yes - Local,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
