year,state,chamber,district,metric,value,pct
2020,CO,upper,23,white_vap,128019,78.05
2020,CO,upper,24,asian_vap,6972,5.43
2020,CO,upper,24,biden_2020,,55.99
2020,CO,upper,24,black_vap,2100,1.64
2020,CO,upper,24,hispanic_vap,32321,25.17
2020,CO,upper,24,native_vap,704,0.55
2020,CO,upper,24,other_vap,530,0.41
2020,CO,upper,24,pacisl_vap,130,0.1
2020,CO,upper,24,pvi,D+7.4,
2020,CO,upper,24,total_pop,167596,
2020,CO,upper,24,total_vap,128405,100
2020,CO,upper,24,trump_2020,,41.05
2020,CO,upper,24,two_plus_vap,4660,3.63
2020,CO,upper,24,white_vap,80988,63.07
2020,CO,upper,25,asian_vap,5829,4.48
2020,CO,upper,25,biden_2020,,52.48
2020,CO,upper,25,black_vap,6683,5.13
2020,CO,upper,25,hispanic_vap,50946,39.12
2020,CO,upper,25,native_vap,731,0.56
2020,CO,upper,25,other_vap,599,0.46
2020,CO,upper,25,pacisl_vap,305,0.23
2020,CO,upper,25,pvi,D+3.3,
2020,CO,upper,25,total_pop,177818,
2020,CO,upper,25,total_vap,130217,100
2020,CO,upper,25,trump_2020,,44.66
2020,CO,upper,25,two_plus_vap,4010,3.08
2020,CO,upper,25,white_vap,61114,46.93
2020,CO,upper,26,asian_vap,6012,4.64
2020,CO,upper,26,biden_2020,,62.91
2020,CO,upper,26,black_vap,8698,6.72
2020,CO,upper,26,hispanic_vap,18409,14.21
2020,CO,upper,26,native_vap,657,0.51
2020,CO,upper,26,other_vap,542,0.42
2020,CO,upper,26,pacisl_vap,118,0.09
2020,CO,upper,26,pvi,D+20.3,
2020,CO,upper,26,total_pop,160905,
2020,CO,upper,26,total_vap,129521,100
2020,CO,upper,26,trump_2020,,34.45
2020,CO,upper,26,two_plus_vap,5211,4.02
2020,CO,upper,26,white_vap,89874,69.39
2020,CO,upper,27,asian_vap,9396,8.26
2020,CO,upper,27,biden_2020,,57.75
2020,CO,upper,27,black_vap,4593,4.04
2020,CO,upper,27,hispanic_vap,10368,9.12
2020,CO,upper,27,native_vap,302,0.27
2020,CO,upper,27,other_vap,531,0.47
2020,CO,upper,27,pacisl_vap,112,0.1
2020,CO,upper,27,pvi,D+9.9,
2020,CO,upper,27,total_pop,150107,
2020,CO,upper,27,total_vap,113703,100
2020,CO,upper,27,trump_2020,,39.66
2020,CO,upper,27,two_plus_vap,4515,3.97
2020,CO,upper,27,white_vap,83886,73.78
2020,CO,upper,28,asian_vap,9548,7.68
2020,CO,upper,28,biden_2020,,61.62
2020,CO,upper,28,black_vap,16125,12.97
2020,CO,upper,28,hispanic_vap,23157,18.63
2020,CO,upper,28,native_vap,519,0.42
2020,CO,upper,28,other_vap,708,0.57
2020,CO,upper,28,pacisl_vap,289,0.23
2020,CO,upper,28,pvi,D+18.1,
2020,CO,upper,28,total_pop,164240,
2020,CO,upper,28,total_vap,124328,100
2020,CO,upper,28,trump_2020,,35.65
2020,CO,upper,28,two_plus_vap,5724,4.6
2020,CO,upper,28,white_vap,68258,54.9
2020,CO,upper,29,asian_vap,7208,5.65
2020,CO,upper,29,biden_2020,,61.17
2020,CO,upper,29,black_vap,20309,15.92
2020,CO,upper,29,hispanic_vap,38345,30.07
2020,CO,upper,29,native_vap,622,0.49
2020,CO,upper,29,other_vap,596,0.47
2020,CO,upper,29,pacisl_vap,628,0.49
2020,CO,upper,29,pvi,D+18.0,
2020,CO,upper,29,total_pop,172171,
2020,CO,upper,29,total_vap,127531,100
2020,CO,upper,29,trump_2020,,36.26
2020,CO,upper,29,two_plus_vap,5107,4
2020,CO,upper,29,white_vap,54716,42.9
2020,CO,upper,30,asian_vap,9383,7.56
2020,CO,upper,30,biden_2020,,49.84
2020,CO,upper,30,black_vap,1689,1.36
2020,CO,upper,30,hispanic_vap,9950,8.02
2020,CO,upper,30,native_vap,334,0.27
2020,CO,upper,30,other_vap,496,0.4
2020,CO,upper,30,pacisl_vap,73,0.06
2020,CO,upper,30,pvi,R+6.3,
2020,CO,upper,30,total_pop,166030,
2020,CO,upper,30,total_vap,124118,100
2020,CO,upper,30,trump_2020,,47.83
2020,CO,upper,30,two_plus_vap,4580,3.69
2020,CO,upper,30,white_vap,97613,78.65
2020,CO,upper,31,asian_vap,5548,3.85
2020,CO,upper,31,biden_2020,,78.28
2020,CO,upper,31,black_vap,11866,8.23
2020,CO,upper,31,hispanic_vap,18921,13.13
2020,CO,upper,31,native_vap,544,0.38
2020,CO,upper,31,other_vap,846,0.59
2020,CO,upper,31,pacisl_vap,138,0.1
2020,CO,upper,31,pvi,D+51.7,
2020,CO,upper,31,total_pop,169402,
2020,CO,upper,31,total_vap,144125,100
2020,CO,upper,31,trump_2020,,19.44
2020,CO,upper,31,two_plus_vap,6047,4.2
2020,CO,upper,31,white_vap,100215,69.53
2020,CO,upper,32,asian_vap,5532,4.14
2020,CO,upper,32,biden_2020,,77.03
2020,CO,upper,32,black_vap,3081,2.3
2020,CO,upper,32,hispanic_vap,32835,24.54
2020,CO,upper,32,native_vap,664,0.5
2020,CO,upper,32,other_vap,613,0.46
2020,CO,upper,32,pacisl_vap,93,0.07
2020,CO,upper,32,pvi,D+49.5,
2020,CO,upper,32,total_pop,162171,
2020,CO,upper,32,total_vap,133783,100
2020,CO,upper,32,trump_2020,,20.54
2020,CO,upper,32,two_plus_vap,4469,3.34
2020,CO,upper,32,white_vap,86496,64.65
2020,CO,upper,33,asian_vap,6575,4.68
2020,CO,upper,33,biden_2020,,84.98
2020,CO,upper,33,black_vap,26101,18.59
2020,CO,upper,33,hispanic_vap,40992,29.19
2020,CO,upper,33,native_vap,695,0.49
2020,CO,upper,33,other_vap,635,0.45
2020,CO,upper,33,pacisl_vap,606,0.43
2020,CO,upper,33,pvi,D+66.9,
2020,CO,upper,33,total_pop,189086,
2020,CO,upper,33,total_vap,140419,100
2020,CO,upper,33,trump_2020,,13.01
2020,CO,upper,33,two_plus_vap,5370,3.82
2020,CO,upper,33,white_vap,59445,42.33
2020,CO,upper,34,asian_vap,4256,2.93
2020,CO,upper,34,biden_2020,,81.47
2020,CO,upper,34,black_vap,5430,3.74
2020,CO,upper,34,hispanic_vap,44813,30.84
2020,CO,upper,34,native_vap,1027,0.71
2020,CO,upper,34,other_vap,750,0.52
2020,CO,upper,34,pacisl_vap,102,0.07
2020,CO,upper,34,pvi,D+59.1,
2020,CO,upper,34,total_pop,172913,
2020,CO,upper,34,total_vap,145293,100
2020,CO,upper,34,trump_2020,,16.21
2020,CO,upper,34,two_plus_vap,4855,3.34
2020,CO,upper,34,white_vap,84060,57.86
2020,CO,upper,35,asian_vap,687,0.62
2020,CO,upper,35,biden_2020,,38.78
2020,CO,upper,35,black_vap,1506,1.37
2020,CO,upper,35,hispanic_vap,35561,32.34
2020,CO,upper,35,native_vap,1159,1.05
2020,CO,upper,35,other_vap,558,0.51
2020,CO,upper,35,pacisl_vap,64,0.06
2020,CO,upper,35,pvi,R+24.9,
2020,CO,upper,35,total_pop,138410,
2020,CO,upper,35,total_vap,109960,100
2020,CO,upper,35,trump_2020,,59
2020,CO,upper,35,two_plus_vap,3091,2.81
2020,CO,upper,35,white_vap,67334,61.23
2020,CO,upper,statewide,efficiency_gap,D+0.5,
2020,CO,upper,statewide,median,D+1.1,
2022,CO,lower,1,asian_vap,3728,5.48
2022,CO,lower,1,biden_2020,,67.29
2022,CO,lower,1,black_vap,1634,2.4
2022,CO,lower,1,hispanic_vap,29538,43.39
2022,CO,lower,1,native_vap,518,0.76
2022,CO,lower,1,other_vap,307,0.45
2022,CO,lower,1,pacisl_vap,58,0.09
2022,CO,lower,1,pvi,D+30.3,
2022,CO,lower,1,total_pop,87635,
2022,CO,lower,1,total_vap,68082,100
2022,CO,lower,1,trump_2020,,30.02
2022,CO,lower,1,two_plus_vap,1794,2.64
2022,CO,lower,1,white_vap,30505,44.81
2022,CO,lower,10,asian_vap,5604,7.05
2022,CO,lower,10,biden_2020,,87.29
2022,CO,lower,10,black_vap,1069,1.35
2022,CO,lower,10,hispanic_vap,8080,10.17
2022,CO,lower,10,native_vap,333,0.42
2022,CO,lower,10,other_vap,417,0.52
2022,CO,lower,10,pacisl_vap,112,0.14
2022,CO,lower,10,pvi,D+70.2,
2022,CO,lower,10,total_pop,90232,
2022,CO,lower,10,total_vap,79468,100
2022,CO,lower,10,trump_2020,,10.77
2022,CO,lower,10,two_plus_vap,2901,3.65
2022,CO,lower,10,white_vap,60952,76.7
2022,CO,lower,11,asian_vap,2355,3.41
2022,CO,lower,11,biden_2020,,68
2022,CO,lower,11,black_vap,637,0.92
2022,CO,lower,11,hispanic_vap,15249,22.1
2022,CO,lower,11,native_vap,337,0.49
2022,CO,lower,11,other_vap,365,0.53
2022,CO,lower,11,pacisl_vap,54,0.08
2022,CO,lower,11,pvi,D+29.4,
2022,CO,lower,11,total_pop,88148,
2022,CO,lower,11,total_vap,68985,100
2022,CO,lower,11,trump_2020,,29.23
2022,CO,lower,11,two_plus_vap,2462,3.57
2022,CO,lower,11,white_vap,47526,68.89
2022,CO,lower,12,asian_vap,3738,5.52
2022,CO,lower,12,biden_2020,,77.88
2022,CO,lower,12,black_vap,623,0.92
2022,CO,lower,12,hispanic_vap,6798,10.03
2022,CO,lower,12,native_vap,165,0.24
2022,CO,lower,12,other_vap,380,0.56
2022,CO,lower,12,pacisl_vap,36,0.05
2022,CO,lower,12,pvi,D+49.9,
2022,CO,lower,12,total_pop,86418,
2022,CO,lower,12,total_vap,67755,100
2022,CO,lower,12,trump_2020,,20.17
2022,CO,lower,12,two_plus_vap,2525,3.73
2022,CO,lower,12,white_vap,53490,78.95
2022,CO,lower,13,asian_vap,700,0.92
2022,CO,lower,13,biden_2020,,53.89
2022,CO,lower,13,black_vap,632,0.83
2022,CO,lower,13,hispanic_vap,8973,11.82
2022,CO,lower,13,native_vap,367,0.48
2022,CO,lower,13,other_vap,362,0.48
2022,CO,lower,13,pacisl_vap,52,0.07
2022,CO,lower,13,pvi,D+0.8,
2022,CO,lower,13,total_pop,91153,
2022,CO,lower,13,total_vap,75888,100
2022,CO,lower,13,trump_2020,,43.2
2022,CO,lower,13,two_plus_vap,2495,3.29
2022,CO,lower,13,white_vap,62307,82.1
2022,CO,lower,14,asian_vap,3515,5.12
2022,CO,lower,14,biden_2020,,40.54
2022,CO,lower,14,black_vap,1965,2.86
2022,CO,lower,14,hispanic_vap,6259,9.11
2022,CO,lower,14,native_vap,221,0.32
2022,CO,lower,14,other_vap,422,0.61
2022,CO,lower,14,pacisl_vap,108,0.16
2022,CO,lower,14,pvi,R+24.3,
2022,CO,lower,14,total_pop,90536,
2022,CO,lower,14,total_vap,68705,100
2022,CO,lower,14,trump_2020,,56.29
2022,CO,lower,14,two_plus_vap,3083,4.49
2022,CO,lower,14,white_vap,53132,77.33
2022,CO,lower,15,asian_vap,2965,4.61
2022,CO,lower,15,biden_2020,,40.37
2022,CO,lower,15,black_vap,4416,6.87
2022,CO,lower,15,hispanic_vap,10773,16.75
2022,CO,lower,15,native_vap,326,0.51
2022,CO,lower,15,other_vap,389,0.6
2022,CO,lower,15,pacisl_vap,312,0.49
2022,CO,lower,15,pvi,R+24.3,
2022,CO,lower,15,total_pop,89918,
2022,CO,lower,15,total_vap,64326,100
2022,CO,lower,15,trump_2020,,55.53
2022,CO,lower,15,two_plus_vap,3714,5.77
2022,CO,lower,15,white_vap,41431,64.41
2022,CO,lower,16,asian_vap,1352,1.87
2022,CO,lower,16,biden_2020,,50.98
2022,CO,lower,16,black_vap,3461,4.8
2022,CO,lower,16,hispanic_vap,11898,16.48
2022,CO,lower,16,native_vap,473,0.66
2022,CO,lower,16,other_vap,403,0.56
2022,CO,lower,16,pacisl_vap,117,0.16
2022,CO,lower,16,pvi,R+3.2,
2022,CO,lower,16,total_pop,88362,
2022,CO,lower,16,total_vap,72178,100
2022,CO,lower,16,trump_2020,,45.15
2022,CO,lower,16,two_plus_vap,3588,4.97
2022,CO,lower,16,white_vap,50886,70.5
2022,CO,lower,17,asian_vap,2120,3.26
2022,CO,lower,17,biden_2020,,56.01
2022,CO,lower,17,black_vap,7828,12.05
2022,CO,lower,17,hispanic_vap,19786,30.46
2022,CO,lower,17,native_vap,515,0.79
2022,CO,lower,17,other_vap,394,0.61
2022,CO,lower,17,pacisl_vap,409,0.63
2022,CO,lower,17,pvi,D+8.2,
2022,CO,lower,17,total_pop,87587,
2022,CO,lower,17,total_vap,64966,100
2022,CO,lower,17,trump_2020,,39.11
2022,CO,lower,17,two_plus_vap,3392,5.22
2022,CO,lower,17,white_vap,30522,46.98
2022,CO,lower,18,asian_vap,2052,2.81
2022,CO,lower,18,biden_2020,,52.94
2022,CO,lower,18,black_vap,2401,3.29
2022,CO,lower,18,hispanic_vap,8233,11.29
2022,CO,lower,18,native_vap,375,0.51
2022,CO,lower,18,other_vap,329,0.45
2022,CO,lower,18,pacisl_vap,154,0.21
2022,CO,lower,18,pvi,D+0.8,
2022,CO,lower,18,total_pop,87098,
2022,CO,lower,18,total_vap,72932,100
2022,CO,lower,18,trump_2020,,43.92
2022,CO,lower,18,two_plus_vap,3358,4.6
2022,CO,lower,18,white_vap,56030,76.82
2022,CO,lower,19,asian_vap,2578,3.96
2022,CO,lower,19,biden_2020,,51.87
2022,CO,lower,19,black_vap,458,0.7
2022,CO,lower,19,hispanic_vap,9696,14.91
2022,CO,lower,19,native_vap,181,0.28
2022,CO,lower,19,other_vap,264,0.41
2022,CO,lower,19,pacisl_vap,57,0.09
2022,CO,lower,19,pvi,R+1.2,
2022,CO,lower,19,total_pop,89179,
2022,CO,lower,19,total_vap,65046,100
2022,CO,lower,19,trump_2020,,45.25
2022,CO,lower,19,two_plus_vap,2323,3.57
2022,CO,lower,19,white_vap,49489,76.08
2022,CO,lower,2,asian_vap,2564,3.4
2022,CO,lower,2,biden_2020,,78.01
2022,CO,lower,2,black_vap,1164,1.54
2022,CO,lower,2,hispanic_vap,5554,7.37
2022,CO,lower,2,native_vap,176,0.23
2022,CO,lower,2,other_vap,315,0.42
2022,CO,lower,2,pacisl_vap,41,0.05
2022,CO,lower,2,pvi,D+50.7,
2022,CO,lower,2,total_pop,88086,
2022,CO,lower,2,total_vap,75410,100
2022,CO,lower,2,trump_2020,,19.94
2022,CO,lower,2,two_plus_vap,2790,3.7
2022,CO,lower,2,white_vap,62806,83.29
2022,CO,lower,20,asian_vap,1695,2.54
2022,CO,lower,20,biden_2020,,30.58
2022,CO,lower,20,black_vap,1668,2.5
2022,CO,lower,20,hispanic_vap,5658,8.49
2022,CO,lower,20,native_vap,261,0.39
2022,CO,lower,20,other_vap,428,0.64
2022,CO,lower,20,pacisl_vap,105,0.16
2022,CO,lower,20,pvi,R+43.7,
2022,CO,lower,20,total_pop,88749,
2022,CO,lower,20,total_vap,66657,100
2022,CO,lower,20,trump_2020,,66.44
2022,CO,lower,20,two_plus_vap,2943,4.42
2022,CO,lower,20,white_vap,53899,80.86
2022,CO,lower,21,asian_vap,1924,2.98
2022,CO,lower,21,biden_2020,,41.65
2022,CO,lower,21,black_vap,6456,10.02
2022,CO,lower,21,hispanic_vap,12696,19.7
2022,CO,lower,21,native_vap,379,0.59
2022,CO,lower,21,other_vap,435,0.67
2022,CO,lower,21,pacisl_vap,634,0.98
2022,CO,lower,21,pvi,R+20.0,
2022,CO,lower,21,total_pop,88583,
2022,CO,lower,21,total_vap,64459,100
2022,CO,lower,21,trump_2020,,53.48
2022,CO,lower,21,two_plus_vap,3893,6.04
2022,CO,lower,21,white_vap,38042,59.02
2022,CO,lower,22,asian_vap,2039,2.95
2022,CO,lower,22,biden_2020,,41.04
2022,CO,lower,22,black_vap,3003,4.35
2022,CO,lower,22,hispanic_vap,8974,12.99
2022,CO,lower,22,native_vap,370,0.54
2022,CO,lower,22,other_vap,338,0.49
2022,CO,lower,22,pacisl_vap,133,0.19
2022,CO,lower,22,pvi,R+23.3,
2022,CO,lower,22,total_pop,89548,
2022,CO,lower,22,total_vap,69061,100
2022,CO,lower,22,trump_2020,,55.02
2022,CO,lower,22,two_plus_vap,3649,5.28
2022,CO,lower,22,white_vap,50555,73.2
2022,CO,lower,23,asian_vap,1961,2.71
2022,CO,lower,23,biden_2020,,62.97
2022,CO,lower,23,black_vap,956,1.32
2022,CO,lower,23,hispanic_vap,11135,15.38
2022,CO,lower,23,native_vap,429,0.59
2022,CO,lower,23,other_vap,355,0.49
2022,CO,lower,23,pacisl_vap,83,0.11
2022,CO,lower,23,pvi,D+20.2,
2022,CO,lower,23,total_pop,87283,
2022,CO,lower,23,total_vap,72384,100
2022,CO,lower,23,trump_2020,,34.16
2022,CO,lower,23,two_plus_vap,2793,3.86
2022,CO,lower,23,white_vap,54672,75.53
2022,CO,lower,24,asian_vap,1720,2.36
2022,CO,lower,24,biden_2020,,56.77
2022,CO,lower,24,black_vap,658,0.9
2022,CO,lower,24,hispanic_vap,9847,13.51
2022,CO,lower,24,native_vap,338,0.46
2022,CO,lower,24,other_vap,292,0.4
2022,CO,lower,24,pacisl_vap,45,0.06
2022,CO,lower,24,pvi,D+7.1,
2022,CO,lower,24,total_pop,90684,
2022,CO,lower,24,total_vap,72893,100
2022,CO,lower,24,trump_2020,,40.51
2022,CO,lower,24,two_plus_vap,2673,3.67
2022,CO,lower,24,white_vap,57320,78.64
2022,CO,lower,25,asian_vap,1267,1.8
2022,CO,lower,25,biden_2020,,52.73
2022,CO,lower,25,black_vap,313,0.45
2022,CO,lower,25,hispanic_vap,4476,6.37
2022,CO,lower,25,native_vap,202,0.29
2022,CO,lower,25,other_vap,348,0.49
2022,CO,lower,25,pacisl_vap,38,0.05
2022,CO,lower,25,pvi,D+0.1,
2022,CO,lower,25,total_pop,88863,
2022,CO,lower,25,total_vap,70304,100
2022,CO,lower,25,trump_2020,,44.68
2022,CO,lower,25,two_plus_vap,2593,3.69
2022,CO,lower,25,white_vap,61067,86.86
2022,CO,lower,26,asian_vap,688,0.97
2022,CO,lower,26,biden_2020,,53.03
2022,CO,lower,26,black_vap,425,0.6
2022,CO,lower,26,hispanic_vap,12357,17.49
2022,CO,lower,26,native_vap,261,0.37
2022,CO,lower,26,other_vap,239,0.34
2022,CO,lower,26,pacisl_vap,54,0.08
2022,CO,lower,26,pvi,D+0.4,
2022,CO,lower,26,total_pop,90621,
2022,CO,lower,26,total_vap,70662,100
2022,CO,lower,26,trump_2020,,44.74
2022,CO,lower,26,two_plus_vap,1924,2.72
2022,CO,lower,26,white_vap,54714,77.43
2022,CO,lower,27,asian_vap,2110,3.03
2022,CO,lower,27,biden_2020,,58.93
2022,CO,lower,27,black_vap,643,0.92
2022,CO,lower,27,hispanic_vap,6892,9.88
2022,CO,lower,27,native_vap,251,0.36
2022,CO,lower,27,other_vap,268,0.38
2022,CO,lower,27,pacisl_vap,31,0.04
2022,CO,lower,27,pvi,D+12.0,
2022,CO,lower,27,total_pop,87898,
2022,CO,lower,27,total_vap,69734,100
2022,CO,lower,27,trump_2020,,38.3
2022,CO,lower,27,two_plus_vap,2453,3.52
2022,CO,lower,27,white_vap,57086,81.86
2022,CO,lower,28,asian_vap,2894,4.2
2022,CO,lower,28,biden_2020,,53.72
2022,CO,lower,28,black_vap,791,1.15
2022,CO,lower,28,hispanic_vap,8506,12.34
2022,CO,lower,28,native_vap,363,0.53
2022,CO,lower,28,other_vap,305,0.44
2022,CO,lower,28,pacisl_vap,50,0.07
2022,CO,lower,28,pvi,D+2.5,
2022,CO,lower,28,total_pop,86874,
2022,CO,lower,28,total_vap,68934,100
2022,CO,lower,28,trump_2020,,43.43
2022,CO,lower,28,two_plus_vap,2387,3.46
2022,CO,lower,28,white_vap,53638,77.81
2022,CO,lower,29,asian_vap,4004,5.65
2022,CO,lower,29,biden_2020,,59.19
2022,CO,lower,29,black_vap,978,1.38
2022,CO,lower,29,hispanic_vap,10716,15.12
2022,CO,lower,29,native_vap,307,0.43
2022,CO,lower,29,other_vap,290,0.41
2022,CO,lower,29,pacisl_vap,44,0.06
2022,CO,lower,29,pvi,D+12.6,
2022,CO,lower,29,total_pop,88466,
2022,CO,lower,29,total_vap,70872,100
2022,CO,lower,29,trump_2020,,37.97
2022,CO,lower,29,two_plus_vap,2775,3.92
2022,CO,lower,29,white_vap,51758,73.03
2022,CO,lower,3,asian_vap,3136,4.38
2022,CO,lower,3,biden_2020,,67.16
2022,CO,lower,3,black_vap,4514,6.3
2022,CO,lower,3,hispanic_vap,11938,16.66
2022,CO,lower,3,native_vap,419,0.58
2022,CO,lower,3,other_vap,365,0.51
2022,CO,lower,3,pacisl_vap,108,0.15
2022,CO,lower,3,pvi,D+28.5,
2022,CO,lower,3,total_pop,87284,
2022,CO,lower,3,total_vap,71649,100
2022,CO,lower,3,trump_2020,,30.07
2022,CO,lower,3,two_plus_vap,3050,4.26
2022,CO,lower,3,white_vap,48119,67.16
2022,CO,lower,30,asian_vap,2640,3.72
2022,CO,lower,30,biden_2020,,64.94
2022,CO,lower,30,black_vap,1411,1.99
2022,CO,lower,30,hispanic_vap,18550,26.14
2022,CO,lower,30,native_vap,585,0.82
2022,CO,lower,30,other_vap,378,0.53
2022,CO,lower,30,pacisl_vap,101,0.14
2022,CO,lower,30,pvi,D+24.8,
2022,CO,lower,30,total_pop,86367,
2022,CO,lower,30,total_vap,70967,100
2022,CO,lower,30,trump_2020,,32.18
2022,CO,lower,30,two_plus_vap,2416,3.4
2022,CO,lower,30,white_vap,44886,63.25
2022,CO,lower,31,asian_vap,3140,4.92
2022,CO,lower,31,biden_2020,,58.53
2022,CO,lower,31,black_vap,1288,2.02
2022,CO,lower,31,hispanic_vap,27134,42.55
2022,CO,lower,31,native_vap,412,0.65
2022,CO,lower,31,other_vap,283,0.44
2022,CO,lower,31,pacisl_vap,59,0.09
2022,CO,lower,31,pvi,D+13.9,
2022,CO,lower,31,total_pop,86851,
2022,CO,lower,31,total_vap,63768,100
2022,CO,lower,31,trump_2020,,38.14
2022,CO,lower,31,two_plus_vap,1940,3.04
2022,CO,lower,31,white_vap,29512,46.28
2022,CO,lower,32,asian_vap,1689,2.69
2022,CO,lower,32,biden_2020,,58.1
2022,CO,lower,32,black_vap,2012,3.21
2022,CO,lower,32,hispanic_vap,30679,48.9
2022,CO,lower,32,native_vap,398,0.63
2022,CO,lower,32,other_vap,291,0.46
2022,CO,lower,32,pacisl_vap,61,0.1
2022,CO,lower,32,pvi,D+13.5,
2022,CO,lower,32,total_pop,88591,
2022,CO,lower,32,total_vap,62736,100
2022,CO,lower,32,trump_2020,,38.97
2022,CO,lower,32,two_plus_vap,1813,2.89
2022,CO,lower,32,white_vap,25793,41.11
2022,CO,lower,33,asian_vap,4746,6.97
2022,CO,lower,33,biden_2020,,60.03
2022,CO,lower,33,black_vap,871,1.28
2022,CO,lower,33,hispanic_vap,8336,12.25
2022,CO,lower,33,native_vap,202,0.3
2022,CO,lower,33,other_vap,311,0.46
2022,CO,lower,33,pacisl_vap,65,0.1
2022,CO,lower,33,pvi,D+14.9,
2022,CO,lower,33,total_pop,87569,
2022,CO,lower,33,total_vap,68046,100
2022,CO,lower,33,trump_2020,,37.35
2022,CO,lower,33,two_plus_vap,2558,3.76
2022,CO,lower,33,white_vap,50957,74.89
2022,CO,lower,34,asian_vap,3605,5.49
2022,CO,lower,34,biden_2020,,54.47
2022,CO,lower,34,black_vap,1137,1.73
2022,CO,lower,34,hispanic_vap,16926,25.76
2022,CO,lower,34,native_vap,394,0.6
2022,CO,lower,34,other_vap,282,0.43
2022,CO,lower,34,pacisl_vap,79,0.12
2022,CO,lower,34,pvi,D+4.5,
2022,CO,lower,34,total_pop,87232,
2022,CO,lower,34,total_vap,65707,100
2022,CO,lower,34,trump_2020,,42.45
2022,CO,lower,34,two_plus_vap,2505,3.81
2022,CO,lower,34,white_vap,40779,62.06
2022,CO,lower,35,asian_vap,2946,4.34
2022,CO,lower,35,biden_2020,,66.01
2022,CO,lower,35,black_vap,1046,1.54
2022,CO,lower,35,hispanic_vap,31838,46.86
2022,CO,lower,35,native_vap,484,0.71
2022,CO,lower,35,other_vap,280,0.41
2022,CO,lower,35,pacisl_vap,87,0.13
2022,CO,lower,35,pvi,D+27.9,
2022,CO,lower,35,total_pop,89507,
2022,CO,lower,35,total_vap,67944,100
2022,CO,lower,35,trump_2020,,31.11
2022,CO,lower,35,two_plus_vap,1909,2.81
2022,CO,lower,35,white_vap,29354,43.2
2022,CO,lower,36,asian_vap,4171,6.54
2022,CO,lower,36,biden_2020,,65.39
2022,CO,lower,36,black_vap,9314,14.59
2022,CO,lower,36,hispanic_vap,23745,37.21
2022,CO,lower,36,native_vap,342,0.54
2022,CO,lower,36,other_vap,282,0.44
2022,CO,lower,36,pacisl_vap,295,0.46
2022,CO,lower,36,pvi,D+24.9,
2022,CO,lower,36,total_pop,87479,
2022,CO,lower,36,total_vap,63820,100
2022,CO,lower,36,trump_2020,,31.91
2022,CO,lower,36,two_plus_vap,2405,3.77
2022,CO,lower,36,white_vap,23266,36.46
2022,CO,lower,37,asian_vap,6076,8.97
2022,CO,lower,37,biden_2020,,59.12
2022,CO,lower,37,black_vap,2073,3.06
2022,CO,lower,37,hispanic_vap,5421,8
2022,CO,lower,37,native_vap,165,0.24
2022,CO,lower,37,other_vap,331,0.49
2022,CO,lower,37,pacisl_vap,49,0.07
2022,CO,lower,37,pvi,D+11.9,
2022,CO,lower,37,total_pop,87743,
2022,CO,lower,37,total_vap,67744,100
2022,CO,lower,37,trump_2020,,38.58
2022,CO,lower,37,two_plus_vap,2389,3.53
2022,CO,lower,37,white_vap,51240,75.64
2022,CO,lower,38,asian_vap,1668,2.36
2022,CO,lower,38,biden_2020,,55.5
2022,CO,lower,38,black_vap,792,1.12
2022,CO,lower,38,hispanic_vap,6976,9.87
2022,CO,lower,38,native_vap,291,0.41
2022,CO,lower,38,other_vap,269,0.38
2022,CO,lower,38,pacisl_vap,45,0.06
2022,CO,lower,38,pvi,D+5.7,
2022,CO,lower,38,total_pop,88697,
2022,CO,lower,38,total_vap,70678,100
2022,CO,lower,38,trump_2020,,41.75
2022,CO,lower,38,two_plus_vap,2581,3.65
2022,CO,lower,38,white_vap,58056,82.14
2022,CO,lower,39,asian_vap,4272,6.4
2022,CO,lower,39,biden_2020,,43.89
2022,CO,lower,39,black_vap,884,1.33
2022,CO,lower,39,hispanic_vap,4806,7.2
2022,CO,lower,39,native_vap,234,0.35
2022,CO,lower,39,other_vap,239,0.36
2022,CO,lower,39,pacisl_vap,43,0.06
2022,CO,lower,39,pvi,R+18.2,
2022,CO,lower,39,total_pop,87119,
2022,CO,lower,39,total_vap,66710,100
2022,CO,lower,39,trump_2020,,53.88
2022,CO,lower,39,two_plus_vap,2410,3.61
2022,CO,lower,39,white_vap,53822,80.68
2022,CO,lower,4,asian_vap,1650,2.36
2022,CO,lower,4,biden_2020,,81.62
2022,CO,lower,4,black_vap,1642,2.35
2022,CO,lower,4,hispanic_vap,24756,35.36
2022,CO,lower,4,native_vap,496,0.71
2022,CO,lower,4,other_vap,329,0.47
2022,CO,lower,4,pacisl_vap,49,0.07
2022,CO,lower,4,pvi,D+59.4,
2022,CO,lower,4,total_pop,87176,
2022,CO,lower,4,total_vap,70011,100
2022,CO,lower,4,trump_2020,,16.17
2022,CO,lower,4,two_plus_vap,2198,3.14
2022,CO,lower,4,white_vap,38891,55.55
2022,CO,lower,40,asian_vap,5479,8.06
2022,CO,lower,40,biden_2020,,61.02
2022,CO,lower,40,black_vap,7733,11.37
2022,CO,lower,40,hispanic_vap,11682,17.18
2022,CO,lower,40,native_vap,264,0.39
2022,CO,lower,40,other_vap,427,0.63
2022,CO,lower,40,pacisl_vap,142,0.21
2022,CO,lower,40,pvi,D+16.6,
2022,CO,lower,40,total_pop,90087,
